,character,statement,line,book,scene
602,hermione, Help! Help! {The boys start throwing wood pieces at the troll.},602,1,"['ron', 'hermione', 'harry']"
603,ron," Hey, pea brain! {Ron throws wood and hits the troll on the head. Hermione escapes from the stalls to under a sink, but the troll sees her and goes to smash her. It cracks the sink and barely misses Hermione. Harry cringes.}",603,1,"['ron', 'hermione', 'harry']"
604,hermione, Ahhh! Help!,604,1,"['ron', 'hermione', 'harry']"
606,harry," Whooa! Whoa, whoa! {He lands on the troll's head, and is hurled forward, then back, and his wand goes up the troll's nose.}",606,1,"['ron', 'hermione', 'harry']"
607,ron, Ew.,607,1,"['ron', 'hermione', 'harry']"
609,harry," Whoa, whoa whoa!",609,1,"['ron', 'hermione', 'harry']"
611,harry, Do something! {swipe},611,1,"['ron', 'hermione', 'harry']"
612,ron, What? {swipe},612,1,"['ron', 'hermione', 'harry']"
613,harry, Anything! Hurry up!,613,1,"['ron', 'hermione', 'harry']"
615,hermione, Swish and flick!,615,1,"['ron', 'hermione', 'harry']"
616,ron," Wingardium Leviosa! {flick. The club is lifted out of the troll's hand and hovers above its head. The troll looks up, confused, just as the club comes crashing back down. (Ron: Cool.)  It hits the troll's head and the troll wavers, then drops Harry, who crawls away, and comes crashing down, hard.",616,1,"['ron', 'hermione', 'harry']"
618,hermione, Is it...dead?,618,1,"['ron', 'hermione', 'harry']"
619,harry, I don't think so. Just knocked out. {He grabs his wand...which is covered in goo.} Ew. Troll bogies.,619,1,"['ron', 'hermione', 'harry']"
624,hermione," It's my fault, Professor McGonagall. {The teachers, and Ron and Harry, gape}",624,1,"['ron', 'hermione', 'harry']"
626,hermione, I went looking for the troll. I'd read about them and thought I could handle it. But I was wrong. If Harry and Ron hadn't come and found me...I'd probably be dead.,626,1,"['ron', 'hermione', 'harry']"
630,ron," Take a bit of toast, mate, go on.",630,1,"['ron', 'hermione']"
631,hermione," Ron's right, Harry. You're gonna need your strength today.",631,1,"['ron', 'hermione']"
632,harry, I'm not hungry.,632,1,"['ron', 'hermione', 'harry']"
634,snape," Good luck today, Potter. Then again, now that you've proven yourself against a troll, a little game of Quidditch should be easy work for you...even if it is against Slytherin. {Leaves, limping.}",634,1,"['ron', 'hermione', 'snape', 'harry']"
635,harry, That explains the blood.,635,1,"['ron', 'hermione', 'snape', 'harry']"
636,hermione, Blood?,636,1,"['ron', 'hermione', 'snape', 'harry']"
637,harry," Listen, last night, I'm guessing Snape let the troll in as a diversion so he could try and get past that 3 headed dog. But, he got himself bitten, that's why he's limping.",637,1,"['ron', 'hermione', 'snape', 'harry']"
638,hermione, But why would anyone go near that dog?,638,1,"['ron', 'hermione', 'snape', 'harry']"
639,harry," The day I was at Gringotts, Hagrid took something out of one of the vaults. He said it was Hogwarts' business, very secret.",639,1,"['ron', 'hermione', 'snape', 'harry']"
640,hermione, So you're saying...,640,1,"['ron', 'hermione', 'snape', 'harry']"
641,harry, That's what the dog's guarding. That's what Snape wants.,641,1,"['hermione', 'snape', 'harry']"
643,hermione," Bit early for mail, isn't it?",643,1,"['hermione', 'snape', 'harry']"
644,harry, But I-I never get mail.,644,1,"['hermione', 'snape', 'harry']"
645,ron, Let's open it.,645,1,"['ron', 'hermione', 'harry']"
647,harry, It's a broomstick!,647,1,"['ron', 'hermione', 'harry']"
648,ron," Thats not just any broomstick, Harry. It's a Nimbus 2000!",648,1,"['ron', 'hermione', 'harry']"
649,harry, But who...?,649,1,"['ron', 'hermione', 'harry']"
653,harry, A little bit.,653,1,"['ron', 'hermione', 'harry']"
689,hermione, It's Snape! He's jinxing the broom!,689,1,"['hermione', 'harry', 'hagrid']"
690,ron, Jinxing the broom? What do we do?,690,1,"['ron', 'hermione', 'harry', 'hagrid']"
691,hermione, Leave it to me. {She hands Ron her binoculars and leaves.},691,1,"['ron', 'hermione', 'harry', 'hagrid']"
693,ron," Come on, Hermione!",693,1,"['ron', 'hermione', 'harry', 'hagrid']"
695,hermione, Lacarnum Inflamarae.,695,1,"['ron', 'hermione', 'harry', 'hagrid']"
698,snape," What? Oh! {knocks the man back, who falls into Quirrell, who then also falls. Snape bats out the fire and acts as though nothing happened. The broom stop bucking, and Harry climbs back on. The Slytherin seeker is after the Snitch. Harry takes off.}",698,1,"['ron', 'hermione', 'snape']"
699,ron, Go!,699,1,"['ron', 'hermione', 'snape']"
700,hagrid, Go go go!,700,1,"['ron', 'hermione', 'snape', 'hagrid']"
703,hagrid, Looks like he's gonna be sick!,703,1,"['ron', 'hermione', 'snape', 'hagrid']"
710,hermione, Whoo-hoo!,710,1,"['hermione', 'hagrid']"
715,hagrid, Nonsense. Why would Snape put a curse on Harry's broom?,715,1,"['hermione', 'hagrid']"
716,harry, Who knows. Why was he trying to get past that 3 headed dog on Halloween?,716,1,"['hermione', 'harry', 'hagrid']"
717,hagrid, Who told you 'bout Fluffy?,717,1,"['hermione', 'harry', 'hagrid']"
718,ron, Fluffy?,718,1,"['ron', 'hermione', 'harry', 'hagrid']"
719,hermione, That thing has a name?,719,1,"['ron', 'hermione', 'harry', 'hagrid']"
720,hagrid," Well, of course he's got a name. He's mine. I bought him off an Irish feller I met down at the pub last year. Then I lent him to Dumbledore to guard the",720,1,"['ron', 'hermione', 'harry', 'hagrid']"
721,harry, Yes?,721,1,"['ron', 'hermione', 'harry', 'hagrid']"
722,hagrid," Shouldn'ta said that. Don't ask any more questions. That's top secret, that is.",722,1,"['ron', 'hermione', 'harry', 'hagrid']"
723,harry," But Hagrid, whatever Fluffy's guarding, Snape's trying to steal it!",723,1,"['ron', 'hermione', 'harry', 'hagrid']"
724,hagrid, Codswallop. Professor Snape is a Hogwarts teacher.,724,1,"['ron', 'hermione', 'harry', 'hagrid']"
725,hermione," Hogwarts teacher or not, I know a curse when I see one. I've read all about them. You have to keep eye contact. And Snape wasn't blinking.",725,1,"['ron', 'hermione', 'harry', 'hagrid']"
726,harry, Exactly.,726,1,"['ron', 'hermione', 'harry', 'hagrid']"
727,hagrid," {sighs} Now, you listen to me, all three of you. You're meddlin' in things that ought not to be meddled in. It's dangerous. What that dog is guarding is strictly between Professor Dumbledore and Nicholas Flamel.",727,1,"['ron', 'hermione', 'harry', 'hagrid']"
728,harry, Nicholas Flamel?,728,1,"['ron', 'hermione', 'harry', 'hagrid']"
729,hagrid, I shouldn't have said that. I should not have said that. I should not have said that. {Exit.},729,1,"['hermione', 'harry', 'hagrid']"
730,harry, Nicholas Flamel...Who's Nicholas Flamel?,730,1,"['hermione', 'harry', 'hagrid']"
731,hermione, I don't know.,731,1,"['hermione', 'harry', 'hagrid']"
733,harry, Knight to E-5.,733,1,"['hermione', 'harry', 'hagrid']"
736,ron, Queen to E-5.,736,1,"['ron', 'hermione', 'harry', 'hagrid']"
738,hermione, That's totally barbaric!,738,1,"['ron', 'hermione', 'harry', 'hagrid']"
739,ron, That's wizard's chess. I see you've packed.,739,1,"['ron', 'hermione', 'harry', 'hagrid']"
740,hermione, See you haven't.,740,1,"['ron', 'hermione', 'harry']"
741,ron," Change of plans. My parents decided to go to Romania to visit my brother, Charlie. He's studying dragons there!",741,1,"['ron', 'hermione', 'harry']"
742,hermione," Good. You can help Harry, then. He's going to go the library for information on Nicholas Flamel.",742,1,"['ron', 'hermione', 'harry']"
743,ron, We've looked a hundred times!,743,1,"['ron', 'hermione', 'harry']"
744,hermione, Not in the restricted section...Happy Christmas. {exits.},744,1,"['ron', 'hermione']"
745,ron, I think we've had a bad influence on her.,745,1,"['ron', 'hermione']"
747,ron," {calling from downstairs} Harry, wake up! Come on Harry, wake up!",747,1,"['ron', 'hermione']"
749,ron," Happy Christmas, Harry.",749,1,"['ron', 'hermione']"
750,harry," Happy Christmas, Ron. What are you wearing?",750,1,"['ron', 'hermione', 'harry']"
751,ron," Oh, Mum made it for me. Looks like you've got one too!",751,1,"['ron', 'hermione', 'harry']"
752,harry, I've got presents?,752,1,"['ron', 'hermione', 'harry']"
753,ron, Yeah!,753,1,"['ron', 'hermione', 'harry']"
754,harry, Oh! {Harry runs down the stairs.},754,1,"['ron', 'hermione', 'harry']"
799,hermione, I had you looking in the wrong section! How could I be so stupid? I checked this out a few weeks ago for a bit of light reading.,799,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
800,ron, This is light?,800,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
801,hermione," {glares} Of course! Here it is! ""Nicholas Flamel is the only known maker of the Philosopher's Stone!""",801,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
803,hermione," Honestly, don't you two read? ""The Philosopher's Stone is a legendary substance with astonishing powers. It will turn any metal into pure gold and produces the Elixir of Life, which will make the drinker immortal.""",803,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
804,ron, Immortal?,804,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
805,hermione, It means you'll never die.,805,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
806,ron, I know what it means!,806,1,"['ron', 'hermione', 'albus dumbledore']"
807,harry, Shh!,807,1,"['ron', 'hermione', 'harry']"
808,hermione," ""The only stone currently in existence belongs to Mr. Nicholas Flamel, the noted alchemist, who last year celebrated his 665th birthday!"" That's what Fluffy's guarding on the 3rd floor. That's what's under the trapdoor...the Philosopher's Stone!",808,1,"['ron', 'hermione', 'harry']"
811,harry, Hagrid!,811,1,"['ron', 'hermione', 'harry']"
812,hagrid," {clad in oven mitts and an apron} Oh, hello. Sorry, don't wish to be rude, but I'm in no fit state to entertain today. {Closes door.}",812,1,"['ron', 'hermione', 'harry', 'hagrid']"
815,hagrid, Oh.,815,1,"['ron', 'hermione', 'harry', 'hagrid']"
817,harry, We think Snape's trying to steal it.,817,1,"['hermione', 'harry', 'hagrid']"
818,hagrid," Snape? Blimey, Harry, you're not still on about him, are you?",818,1,"['hermione', 'harry', 'hagrid']"
824,hermione," {sitting in a large chair} Of course! There are other things defending the Stone, aren't there? Spells, enchantments.",824,1,"['hermione', 'harry', 'hagrid']"
825,hagrid," That's right. Waste of bloody time, if you ask me.",825,1,"['hermione', 'harry', 'hagrid']"
827,harry," Uh, Hagrid, what exactly is that?",827,1,"['hermione', 'harry', 'hagrid']"
828,hagrid, That? It's a ... its um...,828,1,"['hermione', 'harry', 'hagrid']"
829,ron," I know what that is! But Hagrid, how did you get one?",829,1,"['ron', 'hermione', 'harry', 'hagrid']"
830,hagrid," I won it. Off a stranger I met down at a pub. Seemed quite glad to be rid off it, as a matter of fact.",830,1,"['ron', 'hermione', 'harry', 'hagrid']"
832,hermione, Is that...a dragon?,832,1,"['ron', 'hermione', 'harry', 'hagrid']"
833,ron, That's not just a dragon. That's a Norwegian Ridgeback! My brother Charlie works with these in Romania.,833,1,"['ron', 'hermione', 'harry', 'hagrid']"
834,hagrid," Isn't he beautiful? Oh. Bless him, look. He knows his mummy. Hehe. Hallo, Norbert. {The dragon squeaks as it looks at Hagrid.}",834,1,"['ron', 'hermione', 'harry', 'hagrid']"
835,harry, Norbert?,835,1,"['ron', 'hermione', 'harry', 'hagrid']"
836,hagrid," Yeah, well, he's got to have a name, doesn't he?",836,1,"['ron', 'hermione', 'harry', 'hagrid']"
837,ron, {laughs},837,1,"['ron', 'hermione', 'harry', 'hagrid']"
838,hagrid," Don't you, Norbert? {raises fingers back and forth across Norberts chin} Dededede.",838,1,"['ron', 'hermione', 'harry', 'hagrid']"
840,hagrid," Ohh! Oooh, ooh, ooh, well...he'll have to be trained up a bit, of course. {Norbert hiccups. Hagrid sees someone looking in the window.} Who's that? {The person scampers away.}",840,1,"['ron', 'hermione', 'harry', 'hagrid']"
841,harry, Malfoy.,841,1,"['ron', 'hermione', 'harry', 'hagrid']"
842,hagrid," Oh, dear.",842,1,"['ron', 'hermione', 'harry', 'hagrid']"
862,hermione," Well, that's good, isn't it? He'll be with his own kind.",862,1,"['hermione', 'harry', 'hagrid']"
863,hagrid," Yeah, but what if he don't like Romania? {Filch rolls eyes.} What if the other dragons are mean to him? He's only a baby, after all.",863,1,"['hermione', 'harry', 'hagrid']"
867,hagrid, Right. Let's go.,867,1,"['hermione', 'hagrid']"
869,harry," Hagrid, what's that?",869,1,"['hermione', 'harry', 'hagrid']"
870,hagrid," What we're here for. See that? That's unicorn's blood, that is. I found one dead a few weeks ago. Now, this one's been injured bad by something. {Harry suddenly sees a large cloaked figure walking through the trees. He looks at Hagrid.} So, it's our job to find the poor beast. Ron, Hermione, you'll come with me.",870,1,"['hermione', 'harry', 'hagrid']"
871,ron, {weakly} Okay.,871,1,"['ron', 'hermione', 'harry', 'hagrid']"
872,hagrid," And Harry, you'll go with Malfoy. {Draco grimaces, and Harry nods.}",872,1,"['ron', 'hermione', 'harry', 'hagrid']"
894,hermione, Harry!,894,1,"['hermione', 'harry']"
895,hagrid," Hello there, Firenze. I see you've met our young Mr. Potter. You all right there, Harry? {Harry nods}",895,1,"['hermione', 'harry', 'hagrid']"
899,hermione," You mean, You-Know-Who's out there, right now, in the forest?",899,1,"['hermione', 'harry', 'hagrid']"
900,harry," But he's weak. He's living off the unicorns. Don't you see? We had it wrong. Snape doesn't want the stone for himself, he wants the stone for Voldemort. With the Elixir of Life, Voldemort will be strong again. He'll He'll come back. {Sits down.}",900,1,"['hermione', 'harry', 'hagrid']"
901,ron," But if he comes back, you don't think he'll try to kill you, do you?",901,1,"['ron', 'hermione', 'harry', 'hagrid']"
902,harry," I think if he'd had the chance, he might have tried to kill me tonight.",902,1,"['ron', 'hermione', 'harry', 'hagrid']"
903,ron," {Gulp} And to think, I've been worrying about my Potions final!",903,1,"['ron', 'hermione', 'harry', 'hagrid']"
904,hermione, Hang on a minute. We're forgetting one thing. Who's the one wizard Voldemort always feared?,904,1,"['ron', 'hermione', 'harry', 'hagrid']"
907,hermione," I've always heard Hogwarts' end of the year exams were frightful, but I found that rather enjoyable.",907,1,"['ron', 'hermione', 'harry']"
908,ron," Speak for yourself. All right there, Harry?",908,1,"['ron', 'hermione', 'harry']"
909,harry, My scar. It keeps burning.,909,1,"['ron', 'hermione', 'harry']"
910,hermione, It's happened before.,910,1,"['ron', 'hermione', 'harry']"
911,harry, Not like this.,911,1,"['ron', 'hermione', 'harry']"
912,ron, Perhaps you should see the nurse.,912,1,"['ron', 'hermione', 'harry']"
913,harry," I think it's a warning. It means dangers coming. Uhh! {He rubs scar and then sees Hagrid across the field, at his hut.} Oh. Of course! {runs for hut.}",913,1,"['ron', 'hermione', 'harry']"
914,hermione, What is it?,914,1,"['ron', 'hermione', 'harry']"
915,harry," Don't you think it's a bit odd that what Hagrid wants more than anything is a dragon, and a stranger shows up and just happens to have one? {They approach Hagrid, who is playing the Harry Potter theme on his flute.} I mean, how many people wander around with dragon eggs in their pockets? Why didn't I see it before? Hagrid, who gave you the dragon egg? {Hagrid stops playing.} What did he look like?",915,1,"['ron', 'hermione', 'harry']"
916,hagrid, I don't know. I never saw his face. He kept his hood up.,916,1,"['ron', 'hermione', 'harry', 'hagrid']"
917,harry," The stranger, though, you and he must have talked.",917,1,"['ron', 'hermione', 'harry', 'hagrid']"
918,hagrid," Well, he wanted to know what sort of creatures I looked after. I told him. I said, ""After Fluffy, a dragon's gonna be no problem.""",918,1,"['ron', 'hermione', 'harry', 'hagrid']"
919,harry, And did he seem interested in Fluffy?,919,1,"['ron', 'hermione', 'harry', 'hagrid']"
920,hagrid," Well, of course he was interested in Fluffy! How often do you come across a three headed dog, even if you're in the trade? But I told him. I said, ""The trick with any beast is to know how to calm him. Take Fluffy, for example, just play him a bit of music and he falls straight to sleep.""",920,1,"['ron', 'hermione', 'harry', 'hagrid']"
922,hagrid, I shouldn't have told you that. {The three take off.} Where you going?! Wait!,922,1,"['ron', 'hermione', 'harry', 'hagrid']"
924,harry," We have to see Professor Dumbledore, immediately!",924,1,"['hermione', 'harry', 'hagrid']"
932,hermione, And with Dumbledore gone,932,1,"['hermione', 'harry', 'hagrid']"
934,snape," Good afternoon. Now, what would three young Gryffindors such as yourselves be doing inside on a day like this?",934,1,"['hermione', 'snape', 'harry']"
935,hermione, Uh...we were just...,935,1,"['hermione', 'snape', 'harry']"
936,snape," You want to be careful. People will think you're {Harry glares madly at Snape, who looks shocked} up to something. {Exit.}",936,1,"['hermione', 'snape', 'harry']"
937,hermione, Now what do we do?,937,1,"['hermione', 'snape', 'harry']"
938,harry, We go down the trapdoor. Tonight.,938,1,"['hermione', 'snape', 'harry']"
940,harry, Trevor.,940,1,"['hermione', 'snape', 'harry']"
941,ron," Trevor shh! Go, you shouldn't be here!",941,1,"['ron', 'hermione', 'snape', 'harry']"
943,harry," Now, Neville, listen. We were",943,1,"['ron', 'hermione', 'snape', 'harry']"
945,hermione," Neville, I'm really, really sorry about this...{takes out wand} Petrificus Totalus.",945,1,"['ron', 'hermione', 'snape', 'harry']"
947,ron," {Gulp} You're a little scary sometimes...you know that? Brilliant, but scary.",947,1,"['ron', 'hermione', 'harry']"
948,harry, Let's go. {Walks by Neville} Sorry.,948,1,"['ron', 'hermione', 'harry']"
949,hermione, Sorry.,949,1,"['ron', 'hermione', 'harry']"
950,ron," It's for your own good, you know. {Exit.}",950,1,"['ron', 'hermione', 'harry']"
952,hermione, Ow! You stood on my foot!,952,1,"['ron', 'hermione', 'harry']"
953,ron, Sorry. {A flame lights. Hermione draws out her wand and points it at the door.},953,1,"['ron', 'hermione', 'harry']"
954,hermione, Alohomora.,954,1,"['ron', 'hermione', 'harry']"
956,ron," Wait a minute...he's....{a blow of air, and the cape flutters off them.} Sleeping.",956,1,"['ron', 'hermione', 'harry']"
957,harry, Snape's already been here. He's put a spell on the harp. {They approach the sleeping dog.},957,1,"['ron', 'hermione', 'harry']"
958,ron, Uh. It's got horrible breath!,958,1,"['ron', 'hermione', 'harry']"
959,harry, We have to move its paw.,959,1,"['ron', 'hermione', 'harry']"
960,ron, What?!,960,1,"['ron', 'hermione', 'harry']"
961,harry," Come on! {grabs paw, which is blocking the door.} Okay. Push! {They strain and move it. They open the door.} I'll go first. Don't follow until I give you a sign. {Fluffy's eyes open.} If something bad happens, get yourselves out...Does it seem a bit...quiet?",961,1,"['ron', 'hermione', 'harry']"
962,hermione, The harp. It stopped playing.,962,1,"['ron', 'hermione', 'harry']"
964,ron," Ew! Yuck! Ugh. {All three kids look up and see Fluffy standing there. Fluffy barks and growls, thrashing. It breaks the harp and dives at the three.}",964,1,"['ron', 'hermione', 'harry']"
965,harry, Jump! Go! {They all jump through the trapdoor.},965,1,"['ron', 'hermione', 'harry']"
966,ron," Ahh! {gasps as he lands on some mushy black ropelike vines.} Whoa. Lucky this plant-thing is here, really.",966,1,"['ron', 'hermione', 'harry']"
967,harry, Whoa! {The plant begins to move towards them.} Oh. Ahh! {The plant ties them up.},967,1,"['ron', 'hermione', 'harry']"
968,hermione," Stop moving, both of you. This is Devil's Snare. You have to relax. If you don't, it will only kill you faster.",968,1,"['ron', 'hermione', 'harry']"
969,ron," Kill us faster?! Oh, now I can relax!",969,1,"['ron', 'hermione', 'harry']"
972,ron, Now what are we gonna do?!,972,1,"['ron', 'hermione', 'harry']"
974,harry, Hermione! Where are you?!,974,1,"['ron', 'hermione', 'harry']"
977,ron, Ahh! Harry!,977,1,"['ron', 'hermione', 'harry']"
980,hermione, Are you okay?,980,1,"['ron', 'hermione', 'harry']"
981,harry," Yeah, yeah, I'm fine.",981,1,"['ron', 'hermione', 'harry']"
982,ron, Help!,982,1,"['ron', 'hermione', 'harry']"
983,hermione," He's not relaxing, is he?",983,1,"['ron', 'hermione', 'harry']"
984,harry, Apparently not.,984,1,"['ron', 'hermione', 'harry']"
985,ron, Help! Help me!,985,1,"['ron', 'hermione', 'harry']"
986,hermione, We've got to do something!,986,1,"['ron', 'hermione', 'harry']"
987,harry, What?,987,1,"['ron', 'hermione', 'harry']"
