,character,statement,line,book,scene
317,hermione," Pleasure. You two better change into your robes. I expect we'll be arriving soon. {Gets up and leaves, then comes back and looks at Ron.} You've got dirt, on your nose, by the way, did you know? Just there. {Points} {Ron scratches his nose, embarrassed.}",317,1,"['ron', 'hermione', 'harry']"
319,hagrid," Right, then! First years! This way, please! Come on, now, don't be shy! Come on now, hurry up!",319,1,"['ron', 'hermione', 'hagrid']"
321,hagrid," Hello, Harry.",321,1,"['ron', 'hermione', 'hagrid']"
322,harry," Hey, Hagrid.",322,1,"['ron', 'hermione', 'harry', 'hagrid']"
323,ron, Whoaa!,323,1,"['ron', 'hermione', 'harry', 'hagrid']"
324,hagrid," Right then. This way to the boats! Come on, now, follow me.",324,1,"['ron', 'hermione', 'harry', 'hagrid']"
326,ron, Wicked.,326,1,"['ron', 'hermione', 'harry', 'hagrid']"
334,harry," I think I can tell who the wrong sort are for myself, thanks.",334,1,"['ron', 'harry', 'hagrid']"
344,ron," Mental that one, I'm telling you.",344,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
352,ron, There isn't a witch or wizard who went bad who wasnt in Slytherin.,352,1,"['ron', 'hermione']"
356,harry, Ahh! {puts hand on forehead},356,1,"['ron', 'harry']"
357,ron," Harry, what is it?",357,1,"['ron', 'harry']"
358,harry," Nothing...it's nothing, I'm fine.",358,1,"['ron', 'harry']"
363,ron, {Sighs},363,1,"['ron', 'harry']"
368,harry, {whispers} Not Slytherin. Not Slytherin.,368,1,"['ron', 'harry']"
373,albus dumbledore, Let the feast...begin.,373,1,"['ron', 'albus dumbledore', 'harry']"
387,ron, Ahh!,387,1,"['ron', 'harry']"
394,ron," Hey, I know you! You're Nearly Headless Nick!",394,1,"['ron', 'harry']"
396,hermione, Nearly headless? How can you be nearly headless?,396,1,"['ron', 'hermione']"
398,ron, Ahh!,398,1,"['ron', 'hermione']"
399,hermione, Eugh.,399,1,"['ron', 'hermione']"
407,ron," Look at that one, Harry!",407,1,"['ron', 'hermione']"
408,harry, I think she fancies you.,408,1,"['ron', 'hermione', 'harry']"
419,ron," Whew, amazing, can you imagine the look on old McGonagall's face if we were late?",419,1,['ron']
421,ron, That was bloody brilliant.,421,1,['ron']
423,harry, We got lost.,423,1,"['ron', 'harry']"
426,snape," There will be no foolish wand waving or silly incantations in this class. As such, I don't expect many of you to enjoy the subtle science and exact art that is potion making. However, for those select few {looks at Draco, who smiles}, who possess the predisposition, I can teach you how to bewitch the mind and ensnare the senses. I can tell you how to bottle fame, brew glory and even put a stopper {Draco looks on} in death. {Draco raises his eyebrows.} {Snape sees Harry, writing this down, in, his view, not paying attention.} Then again, maybe some of you have come to Hogwarts in possession of abilities so formidable that you feel confidant enough to not...pay...attention.",426,1,"['ron', 'snape', 'harry']"
428,snape," Mr. Potter. Our...new...celebrity. Tell me, what would I get if I added powdered root of asphodel to an infusion of wormwood? {Hermione's hand skyrockets. Harry shrugs.} You don't know? Well, let's try again. Where, Mr. Potter, would you look if I asked you to find me a bezoar? {Hermione's hand shoots up again.}",428,1,"['ron', 'snape', 'harry']"
429,harry," I don't know, Sir.",429,1,"['ron', 'snape', 'harry']"
430,snape, And what is the difference between Monkshood and Wolfbane?,430,1,"['ron', 'snape', 'harry']"
431,harry," I don't know, Sir.",431,1,"['ron', 'snape', 'harry']"
437,ron," Turn it into rum. Actually managed a weak tea yesterday, before...",437,1,"['ron', 'snape', 'harry']"
439,ron, Ah. Mail's here!,439,1,"['ron', 'snape', 'harry']"
441,harry, Can I borrow this? {Ron nods} Thanks.,441,1,"['ron', 'snape', 'harry']"
444,hermione," I've read about those. When the smoke turns red {the smoke turns red}, it means you've forgotten something.",444,1,"['ron', 'hermione', 'harry']"
446,harry," Hey, Ron, somebody broke into Gringotts. Listen, Believed to be the work of dark witches or wizards unknown, Gringotts goblins, while acknowledging the breach, insist that nothing was taken. The vault in question, number 713, had in fact been emptied earlier that same day. That's odd. That's the vault Hagrid and I went to.",446,1,"['ron', 'hermione', 'harry']"
457,ron," Up!! {His broom flies up and conks him on the nose} Ow! {Harry laughs} Shut up, Harry. {laughs}",457,1,"['ron', 'hermione', 'harry']"
500,ron, Seeker? But first years never make their house teams! You must be the youngest Quidditch player in,500,1,['ron']
501,harry," A century, according to McGonagall.",501,1,"['ron', 'harry']"
504,ron," Fred and George are on the team, too. Beaters.",504,1,"['ron', 'harry']"
508,ron," Oh, go on, Harry, Quidditch is great. Best game there is! And you'll be great, too! {Hermione jumps up from her work and comes to join them.}",508,1,"['ron', 'harry']"
509,harry, But I've never even played Quidditch. What if I make a fool of myself?,509,1,"['ron', 'harry']"
510,hermione, You won't make a fool of yourself. It's in your blood.,510,1,"['ron', 'hermione', 'harry']"
512,ron," Whoa. Harry, you never told me your father was a Seeker, too.",512,1,"['ron', 'hermione', 'harry']"
513,harry, I-I didn't know.,513,1,"['ron', 'hermione', 'harry']"
515,ron," I'm telling you, it's spooky. She knows more about you than you do.",515,1,"['ron', 'hermione', 'harry']"
516,harry, Who doesn't?,516,1,"['ron', 'hermione', 'harry']"
518,ron, Ahh!,518,1,"['ron', 'hermione', 'harry']"
519,hermione, {Gasps.},519,1,"['ron', 'hermione', 'harry']"
520,harry, What's happening?,520,1,"['ron', 'hermione', 'harry']"
521,hermione," The staircases change, remember? {The staircase stops, in a new place.}",521,1,"['ron', 'hermione', 'harry']"
522,harry, {taps Ron} Let's go this way.,522,1,"['ron', 'hermione', 'harry']"
523,ron," Before the staircase moves again. {They all open a door and walk into a spooky, dark room.}",523,1,"['ron', 'hermione', 'harry']"
524,harry, Does anyone feel like...we shouldn't be here?,524,1,"['ron', 'hermione', 'harry']"
525,hermione, We're not supposed to be here. This is the 3rd floor. It's forbidden.,525,1,"['ron', 'hermione', 'harry']"
527,harry, Let's go.,527,1,"['ron', 'hermione', 'harry']"
529,ron, It's Filch's cat!,529,1,"['ron', 'hermione', 'harry']"
530,harry, Run!,530,1,"['ron', 'hermione', 'harry']"
532,harry, It's locked!,532,1,"['ron', 'hermione', 'harry']"
533,ron," That's it, we're done for!",533,1,"['ron', 'hermione', 'harry']"
534,hermione," Oh, move over! {pushes through and pulls out wand} Alohomora. {The door opens.} Get in. {They bustle in.}",534,1,"['ron', 'hermione', 'harry']"
535,ron, Alohomora?,535,1,"['ron', 'hermione', 'harry']"
536,hermione," Standard book of spells, Chapter 7.",536,1,"['ron', 'hermione', 'harry']"
539,hermione, Filch is gone.,539,1,"['ron', 'hermione', 'harry']"
540,ron, Probably thinks this door's locked.,540,1,"['ron', 'hermione', 'harry']"
541,hermione, It was locked.,541,1,"['ron', 'hermione', 'harry']"
542,harry," And for good reason. {Ron and Hermione turn to stand with Harry. There is a massively huge three headed dog sleeping in front of them. The dog, FLUFFY, begins to wake. It growls, yawns, and growls more...noticing the intruders.}",542,1,"['ron', 'hermione', 'harry']"
545,ron, What do they think they're doing?? Keeping a thing like that locked up in a school.,545,1,"['ron', 'hermione', 'harry']"
546,hermione," You don't use your eyes, do you? Didn't you see what it was standing on?",546,1,"['ron', 'hermione', 'harry']"
547,ron," I wasn't looking at its feet! I was a bit preoccupied with its heads. Or maybe you didn't notice, there were three! {they begin to climb the stairs to the dorms.}",547,1,"['ron', 'hermione', 'harry']"
548,hermione, It was standing on a trap door. Which means it wasn't there by accident. It's guarding something.,548,1,"['ron', 'hermione', 'harry']"
549,harry, Guarding something?,549,1,"['ron', 'hermione', 'harry']"
550,hermione," That's right. Now, if you two don't mind, I'm going to bed before either of you come up with another clever idea to get us killed...or worse, expelled! {turns and leaves, shutting the door to her dorms.}",550,1,"['ron', 'hermione', 'harry']"
551,ron, She needs to sort out her priorities!,551,1,"['ron', 'hermione', 'harry']"
555,harry, {throws back} I think so. What are those? {points to two squirming chained down balls.},555,1,"['ron', 'hermione', 'harry']"
557,harry, I like this ball.,557,1,"['ron', 'hermione', 'harry']"
559,harry, What do I do with it?,559,1,"['ron', 'hermione', 'harry']"
567,ron, Wingardrium Leviosar. {whacks with wand numerous times.},567,1,"['ron', 'harry']"
568,hermione," Stop, stop, stop. You're going to take someone's eye out. Besides, youre saying it wrong. It's Leviosa, not Leviosar.",568,1,"['ron', 'hermione', 'harry']"
569,ron," You do it then if you're so clever. Go on, go on.",569,1,"['ron', 'hermione', 'harry']"
571,hermione, {crisply} Wingardium Leviosa. {The feather glows and lifts up. Ron puts his head on his books dejectedly.},571,1,"['ron', 'hermione', 'harry']"
577,harry," I think we're going to need another feather over here, Professor.",577,1,"['ron', 'hermione', 'harry']"
579,ron," It's Leviosa, not Leviosar. Honestly, she's a nightmare. No wonder she hasn't got any friends!",579,1,"['ron', 'hermione', 'harry']"
581,harry, I think she heard you.,581,1,"['ron', 'hermione', 'harry']"
583,harry, Where's Hermione?,583,1,"['ron', 'harry']"
588,albus dumbledore," SILLLLLEEENNNNCEEEEE! {Everyone stops.} Everyone will please, not panic. Now, Prefects will lead their houses back to the dormitories. Teachers will follow me to the dungeons.",588,1,"['ron', 'albus dumbledore', 'harry']"
595,ron," Not by itself. Trolls are really stupid. Probably people playing jokes. {Suddenly, Harry stops and pulls Ron aside.} What?",595,1,"['ron', 'albus dumbledore', 'harry']"
596,harry, Hermione! She doesn't know!,596,1,"['ron', 'albus dumbledore', 'harry']"
598,harry, He's going into the Girl's Bathroom!,598,1,"['ron', 'albus dumbledore', 'harry']"
600,harry," Hermione, move!",600,1,"['ron', 'harry']"
602,hermione, Help! Help! {The boys start throwing wood pieces at the troll.},602,1,"['ron', 'hermione', 'harry']"
603,ron," Hey, pea brain! {Ron throws wood and hits the troll on the head. Hermione escapes from the stalls to under a sink, but the troll sees her and goes to smash her. It cracks the sink and barely misses Hermione. Harry cringes.}",603,1,"['ron', 'hermione', 'harry']"
604,hermione, Ahhh! Help!,604,1,"['ron', 'hermione', 'harry']"
606,harry," Whooa! Whoa, whoa! {He lands on the troll's head, and is hurled forward, then back, and his wand goes up the troll's nose.}",606,1,"['ron', 'hermione', 'harry']"
607,ron, Ew.,607,1,"['ron', 'hermione', 'harry']"
609,harry," Whoa, whoa whoa!",609,1,"['ron', 'hermione', 'harry']"
611,harry, Do something! {swipe},611,1,"['ron', 'hermione', 'harry']"
612,ron, What? {swipe},612,1,"['ron', 'hermione', 'harry']"
613,harry, Anything! Hurry up!,613,1,"['ron', 'hermione', 'harry']"
615,hermione, Swish and flick!,615,1,"['ron', 'hermione', 'harry']"
616,ron," Wingardium Leviosa! {flick. The club is lifted out of the troll's hand and hovers above its head. The troll looks up, confused, just as the club comes crashing back down. (Ron: Cool.)  It hits the troll's head and the troll wavers, then drops Harry, who crawls away, and comes crashing down, hard.",616,1,"['ron', 'hermione', 'harry']"
618,hermione, Is it...dead?,618,1,"['ron', 'hermione', 'harry']"
619,harry, I don't think so. Just knocked out. {He grabs his wand...which is covered in goo.} Ew. Troll bogies.,619,1,"['ron', 'hermione', 'harry']"
624,hermione," It's my fault, Professor McGonagall. {The teachers, and Ron and Harry, gape}",624,1,"['ron', 'hermione', 'harry']"
626,hermione, I went looking for the troll. I'd read about them and thought I could handle it. But I was wrong. If Harry and Ron hadn't come and found me...I'd probably be dead.,626,1,"['ron', 'hermione', 'harry']"
630,ron," Take a bit of toast, mate, go on.",630,1,"['ron', 'hermione']"
631,hermione," Ron's right, Harry. You're gonna need your strength today.",631,1,"['ron', 'hermione']"
632,harry, I'm not hungry.,632,1,"['ron', 'hermione', 'harry']"
634,snape," Good luck today, Potter. Then again, now that you've proven yourself against a troll, a little game of Quidditch should be easy work for you...even if it is against Slytherin. {Leaves, limping.}",634,1,"['ron', 'hermione', 'snape', 'harry']"
635,harry, That explains the blood.,635,1,"['ron', 'hermione', 'snape', 'harry']"
636,hermione, Blood?,636,1,"['ron', 'hermione', 'snape', 'harry']"
637,harry," Listen, last night, I'm guessing Snape let the troll in as a diversion so he could try and get past that 3 headed dog. But, he got himself bitten, that's why he's limping.",637,1,"['ron', 'hermione', 'snape', 'harry']"
638,hermione, But why would anyone go near that dog?,638,1,"['ron', 'hermione', 'snape', 'harry']"
639,harry," The day I was at Gringotts, Hagrid took something out of one of the vaults. He said it was Hogwarts' business, very secret.",639,1,"['ron', 'hermione', 'snape', 'harry']"
640,hermione, So you're saying...,640,1,"['ron', 'hermione', 'snape', 'harry']"
645,ron, Let's open it.,645,1,"['ron', 'hermione', 'harry']"
647,harry, It's a broomstick!,647,1,"['ron', 'hermione', 'harry']"
648,ron," Thats not just any broomstick, Harry. It's a Nimbus 2000!",648,1,"['ron', 'hermione', 'harry']"
649,harry, But who...?,649,1,"['ron', 'hermione', 'harry']"
653,harry, A little bit.,653,1,"['ron', 'hermione', 'harry']"
655,harry, What happened?,655,1,"['ron', 'harry']"
690,ron, Jinxing the broom? What do we do?,690,1,"['ron', 'hermione', 'harry', 'hagrid']"
691,hermione, Leave it to me. {She hands Ron her binoculars and leaves.},691,1,"['ron', 'hermione', 'harry', 'hagrid']"
693,ron," Come on, Hermione!",693,1,"['ron', 'hermione', 'harry', 'hagrid']"
695,hermione, Lacarnum Inflamarae.,695,1,"['ron', 'hermione', 'harry', 'hagrid']"
698,snape," What? Oh! {knocks the man back, who falls into Quirrell, who then also falls. Snape bats out the fire and acts as though nothing happened. The broom stop bucking, and Harry climbs back on. The Slytherin seeker is after the Snitch. Harry takes off.}",698,1,"['ron', 'hermione', 'snape']"
699,ron, Go!,699,1,"['ron', 'hermione', 'snape']"
700,hagrid, Go go go!,700,1,"['ron', 'hermione', 'snape', 'hagrid']"
703,hagrid, Looks like he's gonna be sick!,703,1,"['ron', 'hermione', 'snape', 'hagrid']"
709,hagrid, Yes!,709,1,"['ron', 'hagrid']"
718,ron, Fluffy?,718,1,"['ron', 'hermione', 'harry', 'hagrid']"
719,hermione, That thing has a name?,719,1,"['ron', 'hermione', 'harry', 'hagrid']"
720,hagrid," Well, of course he's got a name. He's mine. I bought him off an Irish feller I met down at the pub last year. Then I lent him to Dumbledore to guard the",720,1,"['ron', 'hermione', 'harry', 'hagrid']"
721,harry, Yes?,721,1,"['ron', 'hermione', 'harry', 'hagrid']"
722,hagrid," Shouldn'ta said that. Don't ask any more questions. That's top secret, that is.",722,1,"['ron', 'hermione', 'harry', 'hagrid']"
723,harry," But Hagrid, whatever Fluffy's guarding, Snape's trying to steal it!",723,1,"['ron', 'hermione', 'harry', 'hagrid']"
724,hagrid, Codswallop. Professor Snape is a Hogwarts teacher.,724,1,"['ron', 'hermione', 'harry', 'hagrid']"
725,hermione," Hogwarts teacher or not, I know a curse when I see one. I've read all about them. You have to keep eye contact. And Snape wasn't blinking.",725,1,"['ron', 'hermione', 'harry', 'hagrid']"
726,harry, Exactly.,726,1,"['ron', 'hermione', 'harry', 'hagrid']"
727,hagrid," {sighs} Now, you listen to me, all three of you. You're meddlin' in things that ought not to be meddled in. It's dangerous. What that dog is guarding is strictly between Professor Dumbledore and Nicholas Flamel.",727,1,"['ron', 'hermione', 'harry', 'hagrid']"
728,harry, Nicholas Flamel?,728,1,"['ron', 'hermione', 'harry', 'hagrid']"
736,ron, Queen to E-5.,736,1,"['ron', 'hermione', 'harry', 'hagrid']"
738,hermione, That's totally barbaric!,738,1,"['ron', 'hermione', 'harry', 'hagrid']"
739,ron, That's wizard's chess. I see you've packed.,739,1,"['ron', 'hermione', 'harry', 'hagrid']"
740,hermione, See you haven't.,740,1,"['ron', 'hermione', 'harry']"
741,ron," Change of plans. My parents decided to go to Romania to visit my brother, Charlie. He's studying dragons there!",741,1,"['ron', 'hermione', 'harry']"
742,hermione," Good. You can help Harry, then. He's going to go the library for information on Nicholas Flamel.",742,1,"['ron', 'hermione', 'harry']"
743,ron, We've looked a hundred times!,743,1,"['ron', 'hermione', 'harry']"
744,hermione, Not in the restricted section...Happy Christmas. {exits.},744,1,"['ron', 'hermione']"
745,ron, I think we've had a bad influence on her.,745,1,"['ron', 'hermione']"
747,ron," {calling from downstairs} Harry, wake up! Come on Harry, wake up!",747,1,"['ron', 'hermione']"
749,ron," Happy Christmas, Harry.",749,1,"['ron', 'hermione']"
750,harry," Happy Christmas, Ron. What are you wearing?",750,1,"['ron', 'hermione', 'harry']"
751,ron," Oh, Mum made it for me. Looks like you've got one too!",751,1,"['ron', 'hermione', 'harry']"
752,harry, I've got presents?,752,1,"['ron', 'hermione', 'harry']"
753,ron, Yeah!,753,1,"['ron', 'hermione', 'harry']"
754,harry, Oh! {Harry runs down the stairs.},754,1,"['ron', 'hermione', 'harry']"
755,ron, There they are. {Ron sits on a couch arm and eats jelly beans as Harry picks up a silver wrapped package. Harry takes out the card.},755,1,"['ron', 'harry']"
756,harry," ""Your father left this in my possession before he died. It is time it was returned to you. Use it well.""",756,1,"['ron', 'harry']"
758,ron, What is it?,758,1,"['ron', 'harry']"
759,harry, Some kind of...cloak.,759,1,"['ron', 'harry']"
760,ron," Well, let's see then. Put it on.",760,1,"['ron', 'harry']"
762,ron, Whoa!,762,1,"['ron', 'harry']"
763,harry, My body's gone!,763,1,"['ron', 'harry']"
764,ron, I know what that is! That's an invisibility cloak!,764,1,"['ron', 'harry']"
765,harry, I'm invisible??,765,1,"['ron', 'harry']"
766,ron, {gets up} They're really rare. I wonder who gave it to you.,766,1,"['ron', 'harry']"
767,harry," {comes over} There was no name. It just said, ""Use it well.""",767,1,"['ron', 'harry']"
769,harry, {Reading books} Famous fire eaters...15th Century Fiends...Flamel...Nicholas Flamel...where are you?,769,1,"['ron', 'harry']"
776,snape," You don't want me as your enemy, Quirrell.",776,1,"['ron', 'snape', 'harry']"
785,ron, Why?,785,1,"['ron', 'snape', 'harry']"
786,harry," There's something you've got to see. Now, come on!",786,1,"['ron', 'snape', 'harry']"
788,harry," Come on. Come. Come look, it's my parents!",788,1,"['ron', 'snape', 'harry']"
789,ron, I only see me.,789,1,"['ron', 'harry']"
790,harry," {moves over} Look in properly. Go on. Stand there. There. You see them, don't you? Thats my dad",790,1,"['ron', 'harry']"
791,ron," That's me! Only, I'm head boy...and I'm holding the Quidditch cup! And bloody hell, I'm Quidditch Captain too! I look good. Harry, do you think this mirror shows the future?",791,1,"['ron', 'harry']"
792,harry, How can it? Both my parents are dead. {Harry smiles sadly.},792,1,"['ron', 'harry']"
794,albus dumbledore," Back again, Harry? {Harry turns around and stands up.} I see that you, like so many before you, have discovered the delights of the Mirror of Erised. I trust by now you realize what it does. Let me give you a clue. The happiest man on earth would look into the mirror and see only himself, exactly as he is.",794,1,"['ron', 'albus dumbledore', 'harry']"
795,harry," So, then it shows us what we want? Whatever we want?",795,1,"['ron', 'albus dumbledore', 'harry']"
796,albus dumbledore," Yes...and no. It shows us nothing more or less than the deepest, most desperate desires of our hearts. Now you, who have never known your family, you see them standing beside you. But remember this, Harry. This mirror gives us neither knowledge or truth. Men have wasted away in front of it, even gone mad. That is why tomorrow it will be moved to a new home, and I must ask you not to go looking for it again. It does not do to dwell on dreams, Harry, and forget to live. {Harry looks back at the mirror.}",796,1,"['ron', 'albus dumbledore', 'harry']"
799,hermione, I had you looking in the wrong section! How could I be so stupid? I checked this out a few weeks ago for a bit of light reading.,799,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
800,ron, This is light?,800,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
801,hermione," {glares} Of course! Here it is! ""Nicholas Flamel is the only known maker of the Philosopher's Stone!""",801,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
803,hermione," Honestly, don't you two read? ""The Philosopher's Stone is a legendary substance with astonishing powers. It will turn any metal into pure gold and produces the Elixir of Life, which will make the drinker immortal.""",803,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
804,ron, Immortal?,804,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
805,hermione, It means you'll never die.,805,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
806,ron, I know what it means!,806,1,"['ron', 'hermione', 'albus dumbledore']"
807,harry, Shh!,807,1,"['ron', 'hermione', 'harry']"
808,hermione," ""The only stone currently in existence belongs to Mr. Nicholas Flamel, the noted alchemist, who last year celebrated his 665th birthday!"" That's what Fluffy's guarding on the 3rd floor. That's what's under the trapdoor...the Philosopher's Stone!",808,1,"['ron', 'hermione', 'harry']"
811,harry, Hagrid!,811,1,"['ron', 'hermione', 'harry']"
812,hagrid," {clad in oven mitts and an apron} Oh, hello. Sorry, don't wish to be rude, but I'm in no fit state to entertain today. {Closes door.}",812,1,"['ron', 'hermione', 'harry', 'hagrid']"
815,hagrid, Oh.,815,1,"['ron', 'hermione', 'harry', 'hagrid']"
829,ron," I know what that is! But Hagrid, how did you get one?",829,1,"['ron', 'hermione', 'harry', 'hagrid']"
830,hagrid," I won it. Off a stranger I met down at a pub. Seemed quite glad to be rid off it, as a matter of fact.",830,1,"['ron', 'hermione', 'harry', 'hagrid']"
832,hermione, Is that...a dragon?,832,1,"['ron', 'hermione', 'harry', 'hagrid']"
833,ron, That's not just a dragon. That's a Norwegian Ridgeback! My brother Charlie works with these in Romania.,833,1,"['ron', 'hermione', 'harry', 'hagrid']"
834,hagrid," Isn't he beautiful? Oh. Bless him, look. He knows his mummy. Hehe. Hallo, Norbert. {The dragon squeaks as it looks at Hagrid.}",834,1,"['ron', 'hermione', 'harry', 'hagrid']"
835,harry, Norbert?,835,1,"['ron', 'hermione', 'harry', 'hagrid']"
836,hagrid," Yeah, well, he's got to have a name, doesn't he?",836,1,"['ron', 'hermione', 'harry', 'hagrid']"
837,ron, {laughs},837,1,"['ron', 'hermione', 'harry', 'hagrid']"
838,hagrid," Don't you, Norbert? {raises fingers back and forth across Norberts chin} Dededede.",838,1,"['ron', 'hermione', 'harry', 'hagrid']"
840,hagrid," Ohh! Oooh, ooh, ooh, well...he'll have to be trained up a bit, of course. {Norbert hiccups. Hagrid sees someone looking in the window.} Who's that? {The person scampers away.}",840,1,"['ron', 'hermione', 'harry', 'hagrid']"
841,harry, Malfoy.,841,1,"['ron', 'hermione', 'harry', 'hagrid']"
842,hagrid," Oh, dear.",842,1,"['ron', 'hermione', 'harry', 'hagrid']"
844,harry, Hagrid always wanted a dragon. He told me so the first time I met him.,844,1,"['ron', 'harry', 'hagrid']"
845,ron," It's crazy. And worse, Malfoy knows.",845,1,"['ron', 'harry', 'hagrid']"
846,harry, I don't understand. Is that bad?,846,1,"['ron', 'harry', 'hagrid']"
847,ron, It's bad.,847,1,"['ron', 'harry', 'hagrid']"
853,harry, 50?!,853,1,"['ron', 'harry']"
871,ron, {weakly} Okay.,871,1,"['ron', 'hermione', 'harry', 'hagrid']"
872,hagrid," And Harry, you'll go with Malfoy. {Draco grimaces, and Harry nods.}",872,1,"['ron', 'hermione', 'harry', 'hagrid']"
874,hagrid," Fine. Just so you know, he's a bloody coward. {Fang whines.}",874,1,"['ron', 'harry', 'hagrid']"
877,harry," If I didn't know better, Draco, I'd say you were scared.",877,1,"['ron', 'harry', 'hagrid']"
880,harry," What is it, Fang?",880,1,"['ron', 'harry', 'hagrid']"
901,ron," But if he comes back, you don't think he'll try to kill you, do you?",901,1,"['ron', 'hermione', 'harry', 'hagrid']"
902,harry," I think if he'd had the chance, he might have tried to kill me tonight.",902,1,"['ron', 'hermione', 'harry', 'hagrid']"
903,ron," {Gulp} And to think, I've been worrying about my Potions final!",903,1,"['ron', 'hermione', 'harry', 'hagrid']"
904,hermione, Hang on a minute. We're forgetting one thing. Who's the one wizard Voldemort always feared?,904,1,"['ron', 'hermione', 'harry', 'hagrid']"
907,hermione," I've always heard Hogwarts' end of the year exams were frightful, but I found that rather enjoyable.",907,1,"['ron', 'hermione', 'harry']"
908,ron," Speak for yourself. All right there, Harry?",908,1,"['ron', 'hermione', 'harry']"
909,harry, My scar. It keeps burning.,909,1,"['ron', 'hermione', 'harry']"
910,hermione, It's happened before.,910,1,"['ron', 'hermione', 'harry']"
911,harry, Not like this.,911,1,"['ron', 'hermione', 'harry']"
912,ron, Perhaps you should see the nurse.,912,1,"['ron', 'hermione', 'harry']"
913,harry," I think it's a warning. It means dangers coming. Uhh! {He rubs scar and then sees Hagrid across the field, at his hut.} Oh. Of course! {runs for hut.}",913,1,"['ron', 'hermione', 'harry']"
914,hermione, What is it?,914,1,"['ron', 'hermione', 'harry']"
915,harry," Don't you think it's a bit odd that what Hagrid wants more than anything is a dragon, and a stranger shows up and just happens to have one? {They approach Hagrid, who is playing the Harry Potter theme on his flute.} I mean, how many people wander around with dragon eggs in their pockets? Why didn't I see it before? Hagrid, who gave you the dragon egg? {Hagrid stops playing.} What did he look like?",915,1,"['ron', 'hermione', 'harry']"
916,hagrid, I don't know. I never saw his face. He kept his hood up.,916,1,"['ron', 'hermione', 'harry', 'hagrid']"
917,harry," The stranger, though, you and he must have talked.",917,1,"['ron', 'hermione', 'harry', 'hagrid']"
