,character,statement,line,book,scene
161,hagrid, {whips out umbrella and points it at Vernon} Never insult Albus Dumbledore in front of me.,161,1,"['harry', 'hagrid']"
165,harry, {laughs},165,1,"['harry', 'hagrid']"
166,hagrid," Oh, um, I'd appreciate if you didn't tell anyone at Hogwarts about that. Strictly speaking, I'm not allowed to do magic.",166,1,"['harry', 'hagrid']"
167,harry, {Nods} Okay.,167,1,"['harry', 'hagrid']"
168,hagrid," {checks a clock} Ooh, we're a bit behind schedule. Best be off. Unless you'd rather stay, of course. Hmm? {Leaves}",168,1,"['harry', 'hagrid']"
171,harry," All students must be equipped with...one standard size two pewter cauldron and may bring if they desire either an owl, a cat or a toad. Can we find all this in London?",171,1,"['harry', 'hagrid']"
172,hagrid, If you know where to go.,172,1,"['harry', 'hagrid']"
176,hagrid," No thanks, Tom. I'm on official Hogwarts business today. Just helping young Harry here buy his school supplies.",176,1,"['harry', 'hagrid']"
177,tom riddle, Bless my soul. It's Harry Potter.,177,1,"['harry', 'hagrid', 'tom riddle']"
185,harry," Oh, nice to meet you. {Puts out hand. Quirrell refuses}",185,1,"['harry', 'hagrid', 'tom riddle']"
187,hagrid," Yes, well, must be going now. Lots to buy. Heh.",187,1,"['harry', 'hagrid', 'tom riddle']"
188,harry, Good-bye.,188,1,"['harry', 'hagrid']"
190,hagrid," See, Harry, you're famous!",190,1,"['harry', 'hagrid']"
191,harry," But why am I famous, Hagrid? All those people back there, how is it they know who I am?",191,1,"['harry', 'hagrid']"
192,hagrid," I'm not exactly sure I'm the right person to tell you that, Harry. {Taps the brick wall clockwise with his umbrella. The blocks shift and open up to reveal a hidden, busy street.}",192,1,"['harry', 'hagrid']"
195,hagrid," Here's where you'll get your quills and ink, and over there all your bits and bobs for doing your wizardry.",195,1,"['harry', 'hagrid']"
198,harry," But, Hagrid, how am I to pay for all this? I haven't any money.",198,1,"['harry', 'hagrid']"
199,hagrid," Well there's your money, Harry. Gringotts, the Wizard Bank. T'aint no place safer, 'cept perhaps Hogwarts.",199,1,"['harry', 'hagrid']"
201,harry," Uh, Hagrid, what exactly are those things?",201,1,"['harry', 'hagrid']"
202,hagrid," They're goblins, Harry. Clever as they come goblins but not the most friendly of beasts. Best stick close to me. {Harry sticks to him.} {Hagrid clears his throat as they approach a counter with a goblin in it.} Mr. Harry Potter wishes to make a withdrawal.",202,1,"['harry', 'hagrid']"
205,hagrid," Oh. Wait a minute. Got it here somewhere. Hah. Here's the little devil. Oh, and there's something else as well. Professor Dumbledore gave me this. It's about you-know-what in vault you-know-which. {Hands Goblin letter wrapped in string.}",205,1,"['harry', 'hagrid']"
210,hagrid," Didn't think your mum and dad would leave you with nothing, now didja?",210,1,"['harry', 'hagrid']"
213,harry," What's in there, Hagrid?",213,1,"['harry', 'hagrid']"
214,hagrid," Can't tell you, Harry. It's Hogwarts business. Very secret.",214,1,"['harry', 'hagrid']"
216,hagrid," Best not mention this to anyone, Harry.",216,1,"['harry', 'hagrid']"
219,harry, I still need...a wand.,219,1,"['harry', 'hagrid']"
220,hagrid," A wand? Well, you'll want Ollivanders. No place better. Run along there, but wait. I just got one more thing I got to do. Won't be long.",220,1,"['harry', 'hagrid']"
222,harry, {Softly} Hello? Hello?,222,1,"['harry', 'hagrid']"
225,harry, Oh! {waves. All the shelves come crashing down. Harry jumps and hurriedly puts the wand back on the counter.},225,1,"['harry', 'hagrid']"
227,harry," Sorry, but what's curious?",227,1,"['harry', 'hagrid']"
229,harry, And...who owned that wand?,229,1,"['harry', 'hagrid']"
232,hagrid, Harry! Harry! Happy birthday! {Has a snowy owl in a cage which hoots.},232,1,"['harry', 'hagrid']"
233,harry, Wow.,233,1,"['harry', 'hagrid']"
235,hagrid," You all right, Harry? You seem very quiet.",235,1,"['harry', 'hagrid']"
236,harry," He killed my parents, didn't he? The one who gave me this. You know, Hagrid, I know you do.",236,1,"['harry', 'hagrid']"
237,hagrid," {Sighs and pushes bowl away} First, and understand this, Harry, 'cause it's very important. Not all wizards are good. Some of them go bad. A few years ago there was one wizard who went as bad as you can go. And his name was V-...his name was V-...",237,1,"['harry', 'hagrid']"
238,harry, Maybe if you wrote it down?,238,1,"['harry', 'hagrid']"
239,hagrid," No, I can't spell it. All right. His name was Voldemort.",239,1,"['harry', 'hagrid']"
240,harry, Voldemort?,240,1,"['harry', 'hagrid']"
241,hagrid, Shh!!,241,1,"['harry', 'hagrid']"
244,hagrid," It was dark times, Harry, dark times. Voldemort started to gather some followers, brought 'em over to the dark side. Anyone that stood up to him ended up dead. Your parents fought against him, but nobody lived once he decided to kill 'em. {Harrys mother, LILY, screams as she is killed by Voldemorts wand} Nobody...not one. Except you. {close-up of baby Harry.}",244,1,"['harry', 'hagrid']"
245,harry, Me? Voldemort tried to kill...me?,245,1,"['harry', 'hagrid']"
246,hagrid," Yes. That ain't no ordinary cut on your forehead, Harry. A mark like that only comes from being touched by a curse...and an evil curse at that.",246,1,"['harry', 'hagrid']"
247,harry, What happened to Vo-...to You-Know-Who?,247,1,"['harry', 'hagrid']"
248,hagrid," Some say he died. Codswallop in my opinion. Nope, I reckon he's out there, still, too tired to go on. But one thing's absolutely certain. Something about you stumped him that night. That's why you're famous, Harry. That's why everbody knows your name. You're the boy who lived.",248,1,"['harry', 'hagrid']"
251,hagrid," What're you looking at? {Looks at watch} Blimey, is that the time?? Sorry, Harry, I'm gonna have to leave you. Dumbledore'll be wanting his...well, he'll be wanting to see me. Now, uh, your train leaves in 10 minutes. Here's your ticket. Stick to it, Harry that's very important. Stick to your ticket.",251,1,"['harry', 'hagrid']"
253,harry," Platform 9 ¾? But Hagrid, there must be a mistake. This says Platform 9 ¾. There's no such thing...is there? {Harry looks up and Hagrid has vanished.}",253,1,"['harry', 'hagrid']"
257,harry," Excuse me, excuse me.",257,1,"['harry', 'hagrid']"
259,harry," Excuse me, Sir. Can you tell me where I might find Platform 9 ¾?",259,1,"['harry', 'hagrid']"
263,harry, Muggles?,263,1,['harry']
272,harry, Excuse me! C-could you tell me how to,272,1,['harry']
277,ron," Excuse me, do you mind? Everywhere else is full.",277,1,"['ron', 'harry']"
278,harry," No, not at all.",278,1,"['ron', 'harry']"
279,ron," {sits across from Harry} I'm Ron, by the way. Ron Weasley.",279,1,"['ron', 'harry']"
280,harry, I'm Harry. Harry Potter.,280,1,"['ron', 'harry']"
282,ron," So-so it's true?! I mean, do you really have the...the...",282,1,"['ron', 'harry']"
283,harry, The what?,283,1,"['ron', 'harry']"
284,ron, {whispers} Scar...?,284,1,"['ron', 'harry']"
285,harry," Oh, yeah. {lifts up hair}",285,1,"['ron', 'harry']"
286,ron, Wicked.,286,1,"['ron', 'harry']"
289,ron," {Holds up mushed sandwiches} No, thanks, I'm all set. {smacks lips.}",289,1,"['ron', 'harry']"
290,harry, {pulls out coins} We'll take the lot!,290,1,"['ron', 'harry']"
291,ron, Whoa!,291,1,"['ron', 'harry']"
294,harry, Bertie Bott's Every Flavour Beans?,294,1,"['ron', 'harry']"
295,ron," They mean every flavour! There's chocolate and peppermint, and there's also spinach, liver and tripe. George sweared he got a bogey-flavoured one once!",295,1,"['ron', 'harry']"
297,harry," {picks up blue and gold package} These aren't real chocolate frogs, are they?",297,1,"['ron', 'harry']"
298,ron," It's only a spell. Besides, it's the cards you want. Each pack's got a famous witch or wizard. I got about 500 meself.",298,1,"['ron', 'harry']"
300,ron," Oh, that's rotten luck. They've only got one good jump in them to begin with.",300,1,"['ron', 'harry']"
301,harry," Hey, I got Dumbledore!",301,1,"['ron', 'harry']"
302,ron, I got about 6 of him.,302,1,"['ron', 'harry']"
303,harry," Hey, he's gone!",303,1,"['ron', 'harry']"
304,ron," Well, you can't expect him to hang around all day, can you? {Scabbers squeaks} This is Scabbers, by the way, pitiful, isn't he?",304,1,"['ron', 'harry']"
305,harry, Just a little bit.,305,1,"['ron', 'harry']"
306,ron, Fred gave me a spell as to turn him yellow. Want to see?,306,1,"['ron', 'harry']"
307,harry, Yeah!,307,1,"['ron', 'harry']"
308,ron, {clears throat} Ahem. Sun-,308,1,"['ron', 'harry']"
310,hermione, Has anyone seen a toad? A boy named Neville's lost one.,310,1,"['ron', 'hermione', 'harry']"
311,ron, No.,311,1,"['ron', 'hermione', 'harry']"
312,hermione," Oh, are you doing magic? Let's see then.",312,1,"['ron', 'hermione', 'harry']"
313,ron," Aghhhemm. Sunshine, daises, butter mellow, turn this stupid fat rat yellow!",313,1,"['ron', 'hermione', 'harry']"
315,hermione," Are you sure that's a real spell? Well, it's not very good, is it? Of course I've only tried a few simple spells myself, and they've all worked for me. For example...{Hermione goes over and sits across from Harry. He points her hand at his glasses and Harry tenses} Oculus Reparo. {The glasses, which noseband is battered, are repaired. Harry takes them off, amazed.} That's better, isn't it? Holy Cricket, you're Harry Potter. I'm Hermione Granger...and you are...?",315,1,"['ron', 'hermione', 'harry']"
316,ron, {full mouth} I'm...Ron Weasley.,316,1,"['ron', 'hermione', 'harry']"
317,hermione," Pleasure. You two better change into your robes. I expect we'll be arriving soon. {Gets up and leaves, then comes back and looks at Ron.} You've got dirt, on your nose, by the way, did you know? Just there. {Points} {Ron scratches his nose, embarrassed.}",317,1,"['ron', 'hermione', 'harry']"
322,harry," Hey, Hagrid.",322,1,"['ron', 'hermione', 'harry', 'hagrid']"
323,ron, Whoaa!,323,1,"['ron', 'hermione', 'harry', 'hagrid']"
324,hagrid," Right then. This way to the boats! Come on, now, follow me.",324,1,"['ron', 'hermione', 'harry', 'hagrid']"
326,ron, Wicked.,326,1,"['ron', 'hermione', 'harry', 'hagrid']"
334,harry," I think I can tell who the wrong sort are for myself, thanks.",334,1,"['ron', 'harry', 'hagrid']"
338,hermione," It's not real, the ceiling. It's just bewitched to look like the night sky. I read about it in Hogwarts: A History.",338,1,"['hermione', 'harry']"
341,albus dumbledore," I have a few start of term notices I wish to announce. The first years please note that the dark forest is strictly forbidden to all students. Also, our caretaker, Mr. Filch {signals to ragged old man with a cat with red eyes} has asked me to remind you that the 3rd floor corridor on the right hand side is out of bounds to everyone who does not wish to die a most painful death. Thank you.",341,1,"['hermione', 'albus dumbledore', 'harry']"
343,hermione," Oh, no. Okay, relax. {She goes up}",343,1,"['hermione', 'albus dumbledore', 'harry']"
344,ron," Mental that one, I'm telling you.",344,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
356,harry, Ahh! {puts hand on forehead},356,1,"['ron', 'harry']"
357,ron," Harry, what is it?",357,1,"['ron', 'harry']"
358,harry," Nothing...it's nothing, I'm fine.",358,1,"['ron', 'harry']"
363,ron, {Sighs},363,1,"['ron', 'harry']"
368,harry, {whispers} Not Slytherin. Not Slytherin.,368,1,"['ron', 'harry']"
373,albus dumbledore, Let the feast...begin.,373,1,"['ron', 'albus dumbledore', 'harry']"
375,harry, Wow.,375,1,"['albus dumbledore', 'harry']"
382,harry," Say, Percy, who's that teacher talking to Professor Quirrell?",382,1,"['albus dumbledore', 'harry']"
384,harry, What's he teach?,384,1,['harry']
387,ron, Ahh!,387,1,"['ron', 'harry']"
394,ron," Hey, I know you! You're Nearly Headless Nick!",394,1,"['ron', 'harry']"
408,harry, I think she fancies you.,408,1,"['ron', 'hermione', 'harry']"
423,harry, We got lost.,423,1,"['ron', 'harry']"
426,snape," There will be no foolish wand waving or silly incantations in this class. As such, I don't expect many of you to enjoy the subtle science and exact art that is potion making. However, for those select few {looks at Draco, who smiles}, who possess the predisposition, I can teach you how to bewitch the mind and ensnare the senses. I can tell you how to bottle fame, brew glory and even put a stopper {Draco looks on} in death. {Draco raises his eyebrows.} {Snape sees Harry, writing this down, in, his view, not paying attention.} Then again, maybe some of you have come to Hogwarts in possession of abilities so formidable that you feel confidant enough to not...pay...attention.",426,1,"['ron', 'snape', 'harry']"
428,snape," Mr. Potter. Our...new...celebrity. Tell me, what would I get if I added powdered root of asphodel to an infusion of wormwood? {Hermione's hand skyrockets. Harry shrugs.} You don't know? Well, let's try again. Where, Mr. Potter, would you look if I asked you to find me a bezoar? {Hermione's hand shoots up again.}",428,1,"['ron', 'snape', 'harry']"
429,harry," I don't know, Sir.",429,1,"['ron', 'snape', 'harry']"
430,snape, And what is the difference between Monkshood and Wolfbane?,430,1,"['ron', 'snape', 'harry']"
431,harry," I don't know, Sir.",431,1,"['ron', 'snape', 'harry']"
432,snape," Pity. Clearly, fame isn't everything, is it, Mr. Potter?",432,1,"['snape', 'harry']"
436,harry, What's Seamus trying to do to that glass of water?,436,1,"['snape', 'harry']"
437,ron," Turn it into rum. Actually managed a weak tea yesterday, before...",437,1,"['ron', 'snape', 'harry']"
439,ron, Ah. Mail's here!,439,1,"['ron', 'snape', 'harry']"
441,harry, Can I borrow this? {Ron nods} Thanks.,441,1,"['ron', 'snape', 'harry']"
444,hermione," I've read about those. When the smoke turns red {the smoke turns red}, it means you've forgotten something.",444,1,"['ron', 'hermione', 'harry']"
446,harry," Hey, Ron, somebody broke into Gringotts. Listen, Believed to be the work of dark witches or wizards unknown, Gringotts goblins, while acknowledging the breach, insist that nothing was taken. The vault in question, number 713, had in fact been emptied earlier that same day. That's odd. That's the vault Hagrid and I went to.",446,1,"['ron', 'hermione', 'harry']"
453,harry, Whoa. {Hermione stares as the class continues.},453,1,"['hermione', 'harry']"
456,hermione, Up. Up. Up. Up.,456,1,"['hermione', 'harry']"
457,ron," Up!! {His broom flies up and conks him on the nose} Ow! {Harry laughs} Shut up, Harry. {laughs}",457,1,"['ron', 'hermione', 'harry']"
469,harry, Neville! {shouting},469,1,['harry']
482,harry," Give it here, Malfoy.",482,1,['harry']
485,hermione," Harry, no! You heard what Madam Hooch said! Besides, you don't even know how to fly. {Harry flies off.} What an idiot.",485,1,"['hermione', 'harry']"
487,harry," Give it here, Malfoy, or I'll knock you off your broom!",487,1,"['hermione', 'harry']"
501,harry," A century, according to McGonagall.",501,1,"['ron', 'harry']"
504,ron," Fred and George are on the team, too. Beaters.",504,1,"['ron', 'harry']"
508,ron," Oh, go on, Harry, Quidditch is great. Best game there is! And you'll be great, too! {Hermione jumps up from her work and comes to join them.}",508,1,"['ron', 'harry']"
509,harry, But I've never even played Quidditch. What if I make a fool of myself?,509,1,"['ron', 'harry']"
510,hermione, You won't make a fool of yourself. It's in your blood.,510,1,"['ron', 'hermione', 'harry']"
512,ron," Whoa. Harry, you never told me your father was a Seeker, too.",512,1,"['ron', 'hermione', 'harry']"
513,harry, I-I didn't know.,513,1,"['ron', 'hermione', 'harry']"
515,ron," I'm telling you, it's spooky. She knows more about you than you do.",515,1,"['ron', 'hermione', 'harry']"
516,harry, Who doesn't?,516,1,"['ron', 'hermione', 'harry']"
518,ron, Ahh!,518,1,"['ron', 'hermione', 'harry']"
519,hermione, {Gasps.},519,1,"['ron', 'hermione', 'harry']"
520,harry, What's happening?,520,1,"['ron', 'hermione', 'harry']"
521,hermione," The staircases change, remember? {The staircase stops, in a new place.}",521,1,"['ron', 'hermione', 'harry']"
522,harry, {taps Ron} Let's go this way.,522,1,"['ron', 'hermione', 'harry']"
523,ron," Before the staircase moves again. {They all open a door and walk into a spooky, dark room.}",523,1,"['ron', 'hermione', 'harry']"
524,harry, Does anyone feel like...we shouldn't be here?,524,1,"['ron', 'hermione', 'harry']"
525,hermione, We're not supposed to be here. This is the 3rd floor. It's forbidden.,525,1,"['ron', 'hermione', 'harry']"
527,harry, Let's go.,527,1,"['ron', 'hermione', 'harry']"
529,ron, It's Filch's cat!,529,1,"['ron', 'hermione', 'harry']"
530,harry, Run!,530,1,"['ron', 'hermione', 'harry']"
532,harry, It's locked!,532,1,"['ron', 'hermione', 'harry']"
533,ron," That's it, we're done for!",533,1,"['ron', 'hermione', 'harry']"
534,hermione," Oh, move over! {pushes through and pulls out wand} Alohomora. {The door opens.} Get in. {They bustle in.}",534,1,"['ron', 'hermione', 'harry']"
535,ron, Alohomora?,535,1,"['ron', 'hermione', 'harry']"
536,hermione," Standard book of spells, Chapter 7.",536,1,"['ron', 'hermione', 'harry']"
539,hermione, Filch is gone.,539,1,"['ron', 'hermione', 'harry']"
540,ron, Probably thinks this door's locked.,540,1,"['ron', 'hermione', 'harry']"
541,hermione, It was locked.,541,1,"['ron', 'hermione', 'harry']"
542,harry," And for good reason. {Ron and Hermione turn to stand with Harry. There is a massively huge three headed dog sleeping in front of them. The dog, FLUFFY, begins to wake. It growls, yawns, and growls more...noticing the intruders.}",542,1,"['ron', 'hermione', 'harry']"
545,ron, What do they think they're doing?? Keeping a thing like that locked up in a school.,545,1,"['ron', 'hermione', 'harry']"
546,hermione," You don't use your eyes, do you? Didn't you see what it was standing on?",546,1,"['ron', 'hermione', 'harry']"
547,ron," I wasn't looking at its feet! I was a bit preoccupied with its heads. Or maybe you didn't notice, there were three! {they begin to climb the stairs to the dorms.}",547,1,"['ron', 'hermione', 'harry']"
548,hermione, It was standing on a trap door. Which means it wasn't there by accident. It's guarding something.,548,1,"['ron', 'hermione', 'harry']"
549,harry, Guarding something?,549,1,"['ron', 'hermione', 'harry']"
550,hermione," That's right. Now, if you two don't mind, I'm going to bed before either of you come up with another clever idea to get us killed...or worse, expelled! {turns and leaves, shutting the door to her dorms.}",550,1,"['ron', 'hermione', 'harry']"
551,ron, She needs to sort out her priorities!,551,1,"['ron', 'hermione', 'harry']"
555,harry, {throws back} I think so. What are those? {points to two squirming chained down balls.},555,1,"['ron', 'hermione', 'harry']"
557,harry, I like this ball.,557,1,"['ron', 'hermione', 'harry']"
559,harry, What do I do with it?,559,1,"['ron', 'hermione', 'harry']"
562,harry, Whoa.,562,1,['harry']
567,ron, Wingardrium Leviosar. {whacks with wand numerous times.},567,1,"['ron', 'harry']"
568,hermione," Stop, stop, stop. You're going to take someone's eye out. Besides, youre saying it wrong. It's Leviosa, not Leviosar.",568,1,"['ron', 'hermione', 'harry']"
569,ron," You do it then if you're so clever. Go on, go on.",569,1,"['ron', 'hermione', 'harry']"
571,hermione, {crisply} Wingardium Leviosa. {The feather glows and lifts up. Ron puts his head on his books dejectedly.},571,1,"['ron', 'hermione', 'harry']"
577,harry," I think we're going to need another feather over here, Professor.",577,1,"['ron', 'hermione', 'harry']"
579,ron," It's Leviosa, not Leviosar. Honestly, she's a nightmare. No wonder she hasn't got any friends!",579,1,"['ron', 'hermione', 'harry']"
581,harry, I think she heard you.,581,1,"['ron', 'hermione', 'harry']"
583,harry, Where's Hermione?,583,1,"['ron', 'harry']"
588,albus dumbledore," SILLLLLEEENNNNCEEEEE! {Everyone stops.} Everyone will please, not panic. Now, Prefects will lead their houses back to the dormitories. Teachers will follow me to the dungeons.",588,1,"['ron', 'albus dumbledore', 'harry']"
594,harry, How could a troll get in?,594,1,"['albus dumbledore', 'harry']"
595,ron," Not by itself. Trolls are really stupid. Probably people playing jokes. {Suddenly, Harry stops and pulls Ron aside.} What?",595,1,"['ron', 'albus dumbledore', 'harry']"
596,harry, Hermione! She doesn't know!,596,1,"['ron', 'albus dumbledore', 'harry']"
598,harry, He's going into the Girl's Bathroom!,598,1,"['ron', 'albus dumbledore', 'harry']"
600,harry," Hermione, move!",600,1,"['ron', 'harry']"
602,hermione, Help! Help! {The boys start throwing wood pieces at the troll.},602,1,"['ron', 'hermione', 'harry']"
603,ron," Hey, pea brain! {Ron throws wood and hits the troll on the head. Hermione escapes from the stalls to under a sink, but the troll sees her and goes to smash her. It cracks the sink and barely misses Hermione. Harry cringes.}",603,1,"['ron', 'hermione', 'harry']"
604,hermione, Ahhh! Help!,604,1,"['ron', 'hermione', 'harry']"
606,harry," Whooa! Whoa, whoa! {He lands on the troll's head, and is hurled forward, then back, and his wand goes up the troll's nose.}",606,1,"['ron', 'hermione', 'harry']"
607,ron, Ew.,607,1,"['ron', 'hermione', 'harry']"
609,harry," Whoa, whoa whoa!",609,1,"['ron', 'hermione', 'harry']"
611,harry, Do something! {swipe},611,1,"['ron', 'hermione', 'harry']"
612,ron, What? {swipe},612,1,"['ron', 'hermione', 'harry']"
613,harry, Anything! Hurry up!,613,1,"['ron', 'hermione', 'harry']"
615,hermione, Swish and flick!,615,1,"['ron', 'hermione', 'harry']"
616,ron," Wingardium Leviosa! {flick. The club is lifted out of the troll's hand and hovers above its head. The troll looks up, confused, just as the club comes crashing back down. (Ron: Cool.)  It hits the troll's head and the troll wavers, then drops Harry, who crawls away, and comes crashing down, hard.",616,1,"['ron', 'hermione', 'harry']"
618,hermione, Is it...dead?,618,1,"['ron', 'hermione', 'harry']"
619,harry, I don't think so. Just knocked out. {He grabs his wand...which is covered in goo.} Ew. Troll bogies.,619,1,"['ron', 'hermione', 'harry']"
624,hermione," It's my fault, Professor McGonagall. {The teachers, and Ron and Harry, gape}",624,1,"['ron', 'hermione', 'harry']"
626,hermione, I went looking for the troll. I'd read about them and thought I could handle it. But I was wrong. If Harry and Ron hadn't come and found me...I'd probably be dead.,626,1,"['ron', 'hermione', 'harry']"
632,harry, I'm not hungry.,632,1,"['ron', 'hermione', 'harry']"
634,snape," Good luck today, Potter. Then again, now that you've proven yourself against a troll, a little game of Quidditch should be easy work for you...even if it is against Slytherin. {Leaves, limping.}",634,1,"['ron', 'hermione', 'snape', 'harry']"
635,harry, That explains the blood.,635,1,"['ron', 'hermione', 'snape', 'harry']"
636,hermione, Blood?,636,1,"['ron', 'hermione', 'snape', 'harry']"
637,harry," Listen, last night, I'm guessing Snape let the troll in as a diversion so he could try and get past that 3 headed dog. But, he got himself bitten, that's why he's limping.",637,1,"['ron', 'hermione', 'snape', 'harry']"
638,hermione, But why would anyone go near that dog?,638,1,"['ron', 'hermione', 'snape', 'harry']"
639,harry," The day I was at Gringotts, Hagrid took something out of one of the vaults. He said it was Hogwarts' business, very secret.",639,1,"['ron', 'hermione', 'snape', 'harry']"
640,hermione, So you're saying...,640,1,"['ron', 'hermione', 'snape', 'harry']"
641,harry, That's what the dog's guarding. That's what Snape wants.,641,1,"['hermione', 'snape', 'harry']"
643,hermione," Bit early for mail, isn't it?",643,1,"['hermione', 'snape', 'harry']"
644,harry, But I-I never get mail.,644,1,"['hermione', 'snape', 'harry']"
645,ron, Let's open it.,645,1,"['ron', 'hermione', 'harry']"
647,harry, It's a broomstick!,647,1,"['ron', 'hermione', 'harry']"
648,ron," Thats not just any broomstick, Harry. It's a Nimbus 2000!",648,1,"['ron', 'hermione', 'harry']"
649,harry, But who...?,649,1,"['ron', 'hermione', 'harry']"
653,harry, A little bit.,653,1,"['ron', 'hermione', 'harry']"
655,harry, What happened?,655,1,"['ron', 'harry']"
669,harry, Yes! {a bludger zooms by him.} Whoa!,669,1,['harry']
671,hagrid, Well done!,671,1,"['harry', 'hagrid']"
675,harry, Yes!,675,1,"['harry', 'hagrid']"
686,harry, Whoa! Whooa!,686,1,['harry']
687,hagrid, What's going on with Harry's broomstick?,687,1,"['harry', 'hagrid']"
689,hermione, It's Snape! He's jinxing the broom!,689,1,"['hermione', 'harry', 'hagrid']"
690,ron, Jinxing the broom? What do we do?,690,1,"['ron', 'hermione', 'harry', 'hagrid']"
691,hermione, Leave it to me. {She hands Ron her binoculars and leaves.},691,1,"['ron', 'hermione', 'harry', 'hagrid']"
693,ron," Come on, Hermione!",693,1,"['ron', 'hermione', 'harry', 'hagrid']"
695,hermione, Lacarnum Inflamarae.,695,1,"['ron', 'hermione', 'harry', 'hagrid']"
716,harry, Who knows. Why was he trying to get past that 3 headed dog on Halloween?,716,1,"['hermione', 'harry', 'hagrid']"
717,hagrid, Who told you 'bout Fluffy?,717,1,"['hermione', 'harry', 'hagrid']"
718,ron, Fluffy?,718,1,"['ron', 'hermione', 'harry', 'hagrid']"
719,hermione, That thing has a name?,719,1,"['ron', 'hermione', 'harry', 'hagrid']"
720,hagrid," Well, of course he's got a name. He's mine. I bought him off an Irish feller I met down at the pub last year. Then I lent him to Dumbledore to guard the",720,1,"['ron', 'hermione', 'harry', 'hagrid']"
721,harry, Yes?,721,1,"['ron', 'hermione', 'harry', 'hagrid']"
722,hagrid," Shouldn'ta said that. Don't ask any more questions. That's top secret, that is.",722,1,"['ron', 'hermione', 'harry', 'hagrid']"
723,harry," But Hagrid, whatever Fluffy's guarding, Snape's trying to steal it!",723,1,"['ron', 'hermione', 'harry', 'hagrid']"
