character,statement,line,book
uncle vernon,Not to worry. I'll sort it out. 10 INT. HARRY'S BEDROOM - DAY 10 Harry wrestles the lamp away from Dobby.,50,2
harry,"Stop! Stop! FOOTSTEPS THUNDER on the landing. Quickly, Harry grabs Dobby by the pillowcase and pitches him into the wardrobe... just as the door FLINGS OPEN.",51,2
uncle vernon,"What the devil are you doing up here! You've just ruined the punch line of my Japanese golfer joke. One more sound and you'll wish you'd never been born, boy! He stomps flat-footed from the room and SLAMS THE DOOR. Harry lets Dobby out of the wardrobe.",52,2
environment,7. 10 HARRY,53,2
harry,See why I've got to go back? I don't belong here. I belong in your world -- at Hogwarts. It's the only place I've got... friends.,54,2
dobby,Friends who don't even write to Harry Potter?,55,2
harry,"Well, I expect they've been -- hang on, how do you know my friends haven't been writing me? Guiltily, Dobby takes out a STACK of LETTERS.",56,2
dobby,"Harry Potter mustn't be angry with Dobby -- Dobby hoped if Harry Potter thought his friends had forgotten him... Harry Potter might not want to go back to school, sir...",57,2
harry,"Give me those. Now. Dobby frowns sadly, then DASHES out the door. Panicking... 11 INT. HALLWAY/STAIRS/KITCHEN - DAY 11 ... Harry flies desperately after, Dobby bouncing like a ping-pong ball down the stairs and into the kitchen. As Harry races in, he finds Dobby on the counter, waving his arms. Aunt Petunia's masterpiece of a pudding RISES, then floats into the living room, HOVERING over the Mason's heads. The Masons don't see, but the Dursleys -- goggle-eyed--do.",58,2
harry,Dobby... Please... No...,59,2
dobby,Harry Potter must say he's not going back to school.,60,2
harry,I can't. Hogwarts is my home.,61,2
environment,. 11 DOBBY,62,2
dobby,"(a tragic expression) Then Dobby must do it, sir. For Harry Potter's own good. Dobby SNAPS HIS FINGERS. The pudding PLUMMETS... straight onto the Masons. They stand blinking, covered head to foot with whipped cream and sugared violets. The Masons exit. Uncle Vernon and Aunt Petunia race after them.",63,2
uncle vernon,"I'm sorry. It's our nephew. Very disturbed. Meeting strangers upsets him, so we kept him upstairs... 11A EXT. DURSLEY HOUSE - DAY 11A The Masons RACE out of the house, the Dursleys FOLLOWING.",64,2
aunt petunia,"We have ice cream... The Masons get into their car and drive off, just as a SHRIEKING SOUND splits the sky. An OWL SWOOPS down, and DROPS a LETTER at Uncle Vernon's feet. He picks up the letter, opens it. As he reads it, a mad gleam dances in Uncle Vernon's eye. He turns and races back inside the house. Aunt Petunia follows. 11B INT. DURSLEY HOUSE - NIGHT 11B Uncle Vernon runs back into the living room, extends the letter to Harry.",65,2
uncle vernon,Go on. Read it.,66,2
harry,"'Dear Mr. Potter. We have received intelligence that a Hover Charm was used at your place of residence at twelve minutes past seven this evening. As you know, underage wizards...'",67,2
uncle vernon,'... are not permitted to perform spells outside school.' (CONTINUED),68,2
environment,A. 11B,69,2
environment,"UNCLE VERNON (CONT'D) (snatching the letter) You didn't tell us you weren't Allowed to use magic at home. Slipped your mind, didn't it? (CONTINUED)",70,2
environment,9. (2) 11B,71,2
environment,"UNCLE VERNON (CONT'D) Well, I've got news for you, boy. I'm locking you up! And if you try to magic yourself out, they'll expel you! You're never going back to that school! Never! 12 EXT./INT. HARRY'S BEDROOM - NEXT DAY 12",72,2
environment,"Uncle Vernon fits IRON BARS to the inside of Harry's window. Drills a METAL FLAP to the base of the bedroom door. Fits a FAT, GREY LOCK to the door itself. Soaking with sweat, he casts Harry a nasty grin and pulls shut the DOOR. It closes with the DULL CLANK of a cell. 13 INT. HARRY'S BEDROOM - NIGHT 13 Harry stares gloomily out the window. The METAL FLAP RATTLES and Dudley's pudgy hand slides a BOWL of TINNED SOUP onto the floor. He grins cruelly through the opening.",73,2
dudley,I know what day it is.,74,2
harry,"Well done, Dudley. Finally learned the days of the week, have you.",75,2
dudley,"Today's your birthday. And nobody cares. Dudley SNAPS SHUT the flap. Harry sighs, takes the soup and a bit of stale bread, and crosses to Hedwig.",76,2
harry,It's no good turning your beak up. It's all we've got. Harry feeds a piece of bread to Hedwig... as we... (CONTINUED),77,2
environment,. 13 SAME SCENE - LATER,78,2
environment,Harry leans against the wall. Asleep. There is a gentle TAPPING SOUND. Harry opens his eyes and is stunned to see... RON WEASLEY staring through the bedroom window.,79,2
harry,Ron?,80,2
ron,"Hiya, Harry. 13A EXT. DURSLEY HOUSE - NIGHT 13A An OLD, TURQUOISE-COLORED FORD ANGLIA floats in midair. Ron leans out the back window. His brother FRED sits in the driver's seat. Fred's twin George is in the passenger seat.",81,2
harry,Fred? George? What're you doing here?,82,2
ron,"Rescuing you, of course. Where's your trunk? 13B CLOSEUP - HARRY'S TRUNK 13B Stuffed with clothes, spellbooks. The trunk CLOSES, SNAPS SHUT. Harry drags the trunk to the windowsill, watches Ron tie off a fierce knot on the bars of Harry's window.",83,2
ron,"Stand back. Harry steps back. Ron turns, nods to Fred. 13C INSERT - FRED'S FOOT 13C Fred STEPS ON the accelerator. 13D EXT. DURSLEY HOUSE - NIGHT 13D The Ford Anglia FLIES UP into the air, the rope SNAPS TIGHT, and -- CRUNCH! -- the bars are TORN from the window. Bricks and bars RAIN DOWN onto the lawn below, a mangled mess. 13E INT. UNCLE VERNON'S BEDROOM - NIGHT 13E Uncle Vernon WAKES... 11.",84,2
environment,thru thru,85,2
environment,"17 INT./EXT. HARRY'S BEDROOM/THE CAR - MOMENTS LATER 17 Harry pushes the trunk over the sill into the Anglia's boot, then scrambles through the window himself, when... SQUAWK!",86,2
harry,"Hedwig! Harry clambers back, grabs Hedwig's cage, swings it onto the ledge, when... BAM! The bedroom door CRASHES OPEN.",87,2
uncle vernon,"Petunia! He's getting away! As Harry leaps for the windowsill, Uncle Vernon CHARGES FORWARD and SNATCHES his ankle. Harry tumbles into the darkness, one hand gripping Hedwig's cage, the other reaching out and... CATCHING Ron's at the last possible second. Uncle Vernon puts both hands to Harry's ankle, pulls harder. Ron braces himself, pulls back. Harry hangs, stretched high over the lawn, directly above the mangled steel bars. CLOSEUP Harry's hand begins to slip from Ron's fingers. INSIDE OF CAGE Hedwig PECKS feverishly at the LOCK. CLOSE-UP Ron. PANICKED.",88,2
ron,"Hold on, Harry!",89,2
uncle vernon,"Oh no, boy! You and that bloody pigeon aren't going anywhere! CLOSE-UP Harry's hand begins to slip away from Ron's. INSIDE OF CAGE Hedwig PECKS HARDER and... the CAGE OPENS. Hedwig SWOOPS into the sky, WHEELS BACK and hammers her beak into Uncle Vernon's hand. He ROARS, stumbles back and... Ron and George pull Harry into the air.",90,2
ron,"Put your foot down, Fred!",91,2
environment,. 17,92,2
environment,"Like a rocket, the Anglia sails into the stars. Harry glances back, sees Aunt Petunia and Dudley join Uncle Vernon at the window. As Hedwig races up, soaring just beyond the car window, Ron turns to Harry.",93,2
ron,"By the way, Harry. Happy Birthday.",94,2
environment,"18 EXT. THE BURROW - EARLY MORNING 18 As the Anglia drops through a pink sky, a haphazard mess of a HOUSE, built around a towering central chimney, appears below. By the road, a lopsided SIGN reads THE BURROW. FLUMPH! The car touches down in a WHIRLING CONE of dust, scatters a group of chickens, and fishtails to a halt. The boys spill quickly out of the car. FRED WHISPERS urgently.",95,2
fred,"Hurry! Let's nip inside before Mum wakes up! 19 INT. FRONT ROOM - THE BURROW - MOMENTS LATER 19 The boys sneak inside, gently close the door. Harry stops. Magical objects surround him A CLOCK displays different chores for each family member. A pair of NEEDLES knit a sweater by themselves. And a stack of PLAYING CARDS that. A stack of PLAYING CARDS SHUFFLE themselves, providing a cooling breeze for Ron's aging rat, SCABBERS. Ron shrugs, averts his eyes self- consciously.",96,2
ron,It's not much.,97,2
harry,I think it's... brilliant! Ron looks up. Sees Harry's mesmerized face. Slowly... GRINS. MRS. WEASLEY (O.S.) WHERE... HAVE... YOU... BEEN?! The boys nearly jump out of their skin. MRS. WEASLEY stands in the doorway. Furious. She smiles sweetly at Harry.,98,2
environment,. 19 MRS. WEASLEY,99,2
mrs. weasley,"Harry! How wonderful to see you. (back to the boys) Beds empty! No note! You could've died! You could've been seen! (again, to Harry) I don't blame you, of course, dear.",100,2
ron,"They were starving him, Mum! There were bars on his window!",101,2
mrs. weasley,"You best hope I don't put bars on your window, Ronald Weasley! (softening instantly) Care for a spot of tea, Harry?",102,2
ginny,"Mummy. Have you seen my jumper -- A small, RED-HEADED GIRL appears. Sees Harry. And... SQUEALS. Dashes back up the stairs. Ron frowns.",103,2
ron,"Ginny. Been talking about you all summer. Dead annoying, really.",104,2
george,"Dad's home! The front door OPENS and ARTHUR WEASLEY enters. A tall man with red hair, his robes look dusty and travel-worn.",105,2
mr. weasley,What a night! Nine raids! Nine!,106,2
harry,(to Ron) Raids?,107,2
ron,Dad works at the Ministry of Magic. In the Misuse of Muggle Artefacts Office.,108,2
harry,The Misuse of Muggle Artefacts...?,109,2
environment,. (2) 19 RON,110,2
ron,"That's when wizards bewitch something to drive Muggles mad. Shrinking door keys, that kind of thing. Dad loves Muggles. Thinks they're fascinating. Mr. Weasley hangs up his cloak, turns. Blinks.",111,2
mr. weasley,Well now. Who are you?,112,2
ron,"Harry, sir. Harry Potter.",113,2
mr. weasley,"Good Lord, are you really? Ron's told us all about you, of course. When did you get here?",114,2
mrs. weasley,(darkly) This morning. Your sons flew that enchanted car of yours to Surrey house and back last night.,115,2
mr. weasley,"Did you now! How'd it go?! (catching his wife's eye) I... I mean... That was very wrong, boys. Very wrong indeed. So, Harry. You must know all about Muggles. Tell me, what exactly is the function of a parking meter? Harry is about to answer, when he notices an OWL (ERROL) soaring toward the kitchen window. To Harry's horror, the owl doesn't pull up. It just flies... SMACK!... into the glass.",116,2
mrs. weasley,"That must be Errol with the post. Fetch him, will you, George? George takes the unconscious Errol, absently lays him on a draining board, and takes the LETTERS clutched in his claws.",117,2
george,It's our Hogwarts letters! And look. They've sent Harry's as well.,118,2
environment,. (3) 19 MR. WEASLEY,119,2
mr. weasley,"Dumbledore must know you're here, Harry. Doesn't miss a trick, that man.",120,2
fred,"(reading his) This lot won't come cheap, Mum. The spellbooks alone...",121,2
mrs. weasley,We'll manage. Right then. There's only one place to get all of this.,122,2
harry,Diagon Alley!,123,2
ron,Diagon Alley!,123,2
fred,Diagon Alley!,123,2
george,Diagon Alley!,123,2
environment,thru thru,127,2
environment,24 INT. LIVING ROOM - THE BURROW - DAY (LATER) 24 Everyone has gathered in front of the large fireplace.,128,2
mrs. weasley,"You first, Harry dear. Mrs. Weasley offers Harry a FLOWERPOT. At the bottom is a layer of VERY SOFT DUST. Harry frowns in confusion.",129,2
ron,"Harry's never traveled by Floo Powder before, Mum.",130,2
harry,"Floo Powder? Just then, Ron's older brother PERCY enters.",131,2
mrs. weasley,"Percy. Would you mind going first, so Harry can see how it's done?",132,2
percy,"Certainly, Mother. Don't worry, Harry. It's simple enough.",133,2
environment,. 24,134,2
environment,"Percy takes a pinch from the pot, pitches it into the fireplace and BRIGHT GREEN FLAMES ROAR HIGH. To Harry's amazement, he calmly walks... straight into them.",135,2
percy,"Diagon Alley. Percy VANISHES. Tentatively, Harry reaches into the pot.",136,2
mrs. weasley,"Remember to speak clearly, dear!",137,2
ron,And mind you get out at the right grate!,138,2
harry,"(nodding, unsure) D-Dia-gon Alley! 25 INT. SPIRALING TUNNEL 25 The SOUND is DEAFENING as Harry hurtles forward, squinting against the sting of WHIRLING SOOT and the mad, flickering lights of passing fireplaces. He falls face forward... 26 INT. BORGIN AND BURKES - STONE FIREPLACE - DAY 26 ... onto a stone hearth. Dizzy and dirty, Harry reclaims his shattered glasses. He's tumbled into a wizard's shop, but a decidedly creepy one. He starts to exit, when a WITHERED HAND in a GLASS CASE catches his eye The Hand of Glory. Nearby, an OPAL NECKLACE gleams Caution Do not touch. Cursed--Has Claimed the Lives of Nineteen Muggle Owners to Date. Oddly transfixed by it all, Harry drifts toward the exit, when...",139,2
environment,17. 26,140,2
environment,"DRACO MALFOY and his father, LUCIUS MALFOY, appear beyond the front window, approaching the shop. Harry glances about, spies a LARGE BLACK CABINET and slips inside. As he pulls the doors closed, a TINY CARD swings INTO VIEW Crushing Cabinet. Malfoy and his father enter. A stooped man (MR. BORGIN) emerges from the back room. IN THE CABINET, Harry watches, unaware that the walls around him are... SLOWLY CLOSING IN.",141,2
mr. borgin,"Mr. Malfoy! What a pleasure to see you again. If I may, just in today --",142,2
lucius malfoy,"I'm not buying today, Mr. Borgin. But selling.",143,2
mr. borgin,Selling?,144,2
lucius malfoy,"You have heard, of course, that the Ministry of Magic is conducting more raids. There are even rumors of a new Muggle Protection Act... Lucius unravels a roll of parchment, hands it to Borgin.",145,2
lucius malfoy,I have a few... ah... items at home that might prove embarrassing if the Ministry were to call. Certain poisons and the like...,146,2
mr. borgin,"Hmmm... yes. I see... INSIDE THE CABINET, Harry realizes the walls are CLOSING IN. His eyes shift upward. The ceiling is DROPPING. Draco drifts to the Hand of Glory, reaches out, when... the HAND GRABS HIM. Draco shrieks, manages to slip free, then calms. He eyes the hand with malicious glee.",147,2
draco,Can I have this?,148,2
environment,18. (2) 26 MR. BORGIN,149,2
mr. borgin,"Ah, the Hand of Glory. Insert a candle and it gives light only to the holder. Best friend of thieves and plunderers. Your son has fine taste, sir.",150,2
lucius malfoy,"Hopefully my son will amount to more than a thief, Mr. Borgin. Though if his marks don't pick up --",151,2
draco,It's not my fault the teachers have favorites. That Hermione Granger --,152,2
lucius malfoy,I would have thought you'd be ashamed that a girl of no wizarding family beat you in every exam.,153,2
mr. borgin,It's the same all over. Wizard blood is counting for less everywhere.,154,2
lucius malfoy,"(deadly) Not with me. INSIDE THE CABINET, Harry's knees are up under his chin... Borgin checks off one last time, then returns the parchment to Lucius. Satisfied, Malfoy nods.",155,2
lucius malfoy,"Very good. I'll expect you at the manor tomorrow. Come, Draco. They exit. As Borgin slips into the back room, the Crushing Cabinet's doors FLY OPEN and Harry leaps free. Inside, the walls, floor, and ceiling SNAP SHUT! Borgin reappears, blinks curiously at Harry, then watches him RACE out the door. 27 EXT. KNOCKTURN ALLEY - DAY (MOMENTS LATER) 27 Once outside, Harry fits his broken glasses to his face, eyes a STREET SIGN ""KNOCKTURN ALLEY.""",156,2
environment,19. 27,157,2
environment,"The vendors here clearly cater to the Dark Arts SHRUNKEN HEADS, POISONOUS CANDLES. One window teems with SPIDERS. AGED WITCH (O.S.) Not lost are you, my dear? Harry wheels, looking into the mossy teeth of a decrepit WITCH. She holds a tray of HUMAN FINGERNAILS.",158,2
harry,"I'm fine, thanks. I'm just --",159,2
hagrid,HARRY! What d'yer think yer doin' down 'ere?,160,2
harry,"Hagrid! Hagrid knocks the tray from the cursing Witch's hands, then seizes Harry by the scruff of the neck and steers him away. 28 EXT. DIAGON ALLEY - CONTINUOUS ACTION - DAY 28 Hagrid swats at Harry's sooty clothes.",161,2
hagrid,"Yer a mess! Skulkin' 'round Knockturn Alley. Dodgy place, Harry. Don't want no one ter see yeh down there. People'll be thinkin' yer up ter no good.",162,2
harry,"I was lost, I -- Hang on. What were you doing down there?",163,2
hagrid,"I was lookin' fer a Flesh Eatin' Slug Repellent. They're ruinin' the school cabbages. HERMIONE (O.S.) Harry! Harry looks up, sees HERMIONE GRANGER standing at the top of Gringotts' white steps. She runs down to meet them.",164,2
environment,20. 28 HERMIONE,165,2
hermione,"Hello, Hagrid. Oh, it's wonderful to see you two again. She stops then, cocks her head curiously at Harry, then takes out her wand and points it directly between his eyes.",166,2
hermione,"Oculus Reparo. Instantly, Harry's glasses are mended.",167,2
harry,I need to remember that one.,168,2
hermione,"C'mon. Everyone's been so worried. Hermione leads them to Gringotts, where Hermione's rather nervous-looking Muggle parents stand with the Weasleys.",169,2
mr. weasley,So you're dentists! Fascinating! I understand other Muggles quite fear you? Why is that?,170,2
mrs. weasley,"Oh, Harry. Thank goodness. We hoped you'd only gone one grate too far. Come now. We're off to Flourish and Blotts.",171,2
hermione,"Isn't it thrilling! Gilderoy Lockhart's going to be there! We can actually meet him! I mean, he's written almost the whole booklist! As Mrs. Weasley and Hermione dash off, Harry frowns.",172,2
harry,Who?,173,2
environment,29A EXT. FLOURISH AND BLOTTS - DAY 29A,174,2
environment,"GILDEROY LOCKHART. A handsome, golden-haired wizard with stunning pearl-white teeth. He miles, winks at the camera.",175,2
environment,. 29A,176,2
environment,"DOLLY BACK to reveal that the image of Lockhart is actually a MOVING PHOTOGRAPH propped in the window. A PLACARD declares HERE TODAY! SIGNING COPIES OF HIS AUTOBIOGRAPHY, MAGICAL ME... GILDEROY LOCKHART! 30 INT. FLOURISH AND BLOTTS - DAY 30 Harry and the others thread their way through a CHATTERING THRONG of MIDDLE-AGED LADIES, all craning their necks for a view of Lockhart, who sits signing books at the rear of the shop. At the sight of him, Mrs. Weasley pats her hair.",177,2
mrs. weasley,There he is!,178,2
ron,"Mum fancies him. For this, Mrs. Weasley gives Ron a jab in the shoulder. A SHORT MAN WITH A CAMERA bumps past.",179,2
short man,"Out of the way! This is for The Daily Prophet! Instantly, Lockhart looks up, flashes a smile, when...",180,2
gilderoy lockhart,"It can't be Harry Potter? The crowd WHISPERS excitedly as Lockhart dives forward, seizes Harry's hand and turns him toward the photographer.",181,2
gilderoy lockhart,"(under his breath) Nice big smile, Harry. Together, you and I rate the front page. (as the CAMERA FLASHES) Ladies and gentlemen! What an extraordinary moment this is! When young Harry here stepped into Flourish and Blotts this morning to purchase my autobiography, Magical Me -- which, incidentally is celebrating its twenty-seventh week atop The Daily Prophet's Bestseller List -- he had no idea that he would, in fact, be leaving with my entire collected works! Free of charge!",182,2
environment,. 30,183,2
environment,"As the crowd CLAPS, Lockhart catches the eye of a FLUNKY and, before Harry knows it, a towering stack of books is shoved into his arms. Mortified, Harry mumbles quietly.",184,2
harry,"Thank you. Slipping free, Harry drifts back into the crowd and, red with embarrassment, drops the books into Ginny's cauldron.",185,2
harry,You have these. I'll buy my own --,186,2
draco,"(appearing, sneers) Bet you loved that, didn't you, Potter? Famous Harry Potter. Can't even go into a bookshop without making the front page.",187,2
ginny,Leave him alone! He didn't want all that!,188,2
draco,"Look, Potter. You've got yourself a girlfriend!",189,2
environment,23. (2) 30 LUCIUS MALFOY,190,2
lucius malfoy,"Silence, Draco! Ah... Mr. Potter. I don't believe we've met. Lucius Malfoy extends his hand, as if offering to shake Harry's, but instead gently plays his fingers over the fringe of Harry's scalp, revealing Harry's LIGHTNING BOLT SCAR. At his touch, Harry withdraws, ever so slightly.",191,2
lucius malfoy,"Forgive me, Mr. Potter. But your scar is legend. As, of course, is the wizard who gave it to you.",192,2
harry,He was a murderer.,193,2
lucius malfoy,"Yes, a pity about your parents. Curious that you yourself should escape with a mere flesh wound. Curious, too, that you speak of him in the past. Surely, you don't think He-Who-Must-Not-Be- Named is gone forever.",194,2
harry,His name is Voldemort. Those within earshot gasp as Harry utters the word.,195,2
lucius malfoy,"You must be very brave, Mr. Potter, to dare speak his name. Or foolish.",196,2
hermione,"Fear of a name only increases fear of the thing itself. Lucius Malfoy's eyes slide, find Hermione staring defiantly.",197,2
lucius malfoy,"You must be Miss Granger. Draco's told me all about you... and your parents. Muggles, aren't you? Mr. and Mrs. Granger nod nervously. Lucius Malfoy can barely disguise his distaste for them. Arthur Weasley hurries over.",198,2
environment,. (3) 30 MR. WEASLEY,199,2
mr. weasley,Ron! Harry! It's mad in here. Let's go outside.,200,2
lucius malfoy,"Well, well, well -- Arthur Weasley.",201,2
mr. weasley,(stiffly) Lucius.,202,2
lucius malfoy,"Busy time at the Ministry. All those raids. I hope they're paying you overtime. Malfoy reaches into Ginny's cauldron, removes a very old, battered copy of A Beginner's Guide to Transfiguration.",203,2
lucius malfoy,Obviously not. Dear me. What's the use of being a disgrace to the name of wizard if they don't even pay you well for it.,204,2
mr. weasley,"We have a very different idea about what disgraces the name of wizard, Lucius.",205,2
lucius malfoy,"(glancing at the Grangers) Clearly. The company you keep, Weasley. And I thought your family could sink no lower. Mr. Weasley moves to hit Lucius Malfoy. Hagrid steps forward, puts a firm hand on Mr. Weasley's shoulder.",206,2
hagrid,"Ignore 'im, Arthur. Mr. Weasley backs away. Lucius Malfoy tosses Ginny's BATTERED TEXTBOOK back into her cauldron.",207,2
lucius malfoy,"Here, girl. Take your book. It's the best your father can give you. Lucius and Draco exit. Hagrid looks at the Weasleys.",208,2
environment,. (4) 30 HAGRID,209,2
hagrid,"No Malfoy's worth listenin' ter. Rotten ter the core, the whole family... As Harry watches Draco and his father go, we -- 30A OMITTED 30A",210,2
environment,"30B EXT. KING'S CROSS - MORNING 30B Amid a neat line of cars, the Anglia sits at a decidedly odd angle, as if its driver were not the most skilled motorist.",211,2
environment,32 INT. KING'S CROSS - DAY 32 The Weasleys and Harry -- pushing large TROLLEYS -- dash under the LARGE CLOCK which reads two minutes to eleven.,212,2
mrs. weasley,"Oh dear! The train'll be leaving any moment! All together now! Hurrying, they race to PLATFORMS NINE AND TEN. Quickly, Percy, Fred and George stride briskly toward the stone barrier that divides the platforms -- and simply DISAPPEAR.",213,2
mrs. weasley,"Go on, Ginny. You know what to do. Ginny, looking a bit nervous, rushes toward the barrier, closes her eyes, and sleds... 32A INT. PLATFORM NINE AND THREE QUARTERS - DAY 32A ... out onto the other side. As she gazes at the HOGWARTS EXPRESS, Mr. and Mrs. Weasley materialize at her side.",214,2
environment,. 32A,215,2
environment,"MRS. WEASLEY (O.S.) Come, Ginny. We'll get you a seat. 32B INT. KING'S CROSS 32B Ron glances at the clock.",216,2
ron,"We better hurry. Harry nods, leans into his trolley and -- CRASH! -- hits the barrier and bounces back into Ron. A GUARD glowers.",217,2
guard,What in blazes d'you two think you're doing?,218,2
harry,Sorry. Lost control of the trolley. (to Ron) Why can't we get through?,219,2
ron,"I dunno. The gateway's sealed itself for some reason. As Ron presses his ear to the barrier, the CLOCK CHIMES.",220,2
harry,The train leaves at exactly eleven o'clock. We've missed it.,221,2
ron,"Can't hear a thing. (a sudden thought) Harry. If we can't get through, maybe Mum and Dad can't get back.",222,2
harry,Maybe we should go wait by the car.,223,2
ron,"The car! 33 EXT. PARKING LOT (KING'S CROSS) - MOMENTS LATER 33 Pushing their trolleys madly before them, Harry and Ron dash to the car, load their belongings into the Anglia's boot.",224,2
environment,. 33 HARRY,225,2
harry,This is mad. We can't drive to Hogwarts.,226,2
ron,Who says we're driving?,227,2
harry,"You don't mean -- Ron, no.",228,2
ron,"Look, who knows when Mum and Dad will get back. And we've got to get to school, haven't we? And even underage wizards are allowed to use magic if it's an absolute emergency. Least that's what Fred and George always say...",229,2
harry,Something tells me we're going to regret this. 33A INT. ANGLIA - DAY 33A Ron TAPS his WAND on the dash and the Anglia burbles to life.,230,2
harry,"No offense, Ron, but are you sure you know how to fly this.",231,2
ron,"No problem. Ron SHIFTS. With a GREAT JOLT, the car lifts from the ground.",232,2
ron,"There. See. Now I reckon all we have to do is find the Hogwarts Express and follow it. Simple. Harry nods, not entirely convinced. He peers out the window. Down below, TWO PEDESTRIANS stare in disbelief.",233,2
harry,"Uh, Ron. I should tell you. Most Muggles aren't accustomed to seeing a flying car.",234,2
